target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2224.48	0	0
AT1G18320.1	699	414.59	1.12207	0.397874
AT5G11100.1	1709	1424.48	97	10.0106
AT4G35335.1	1280	995.478	90	13.2909
AT1G60930.1	3876	3591.48	36	1.47358
AT1G17000.1	2351	2066.48	0	0
AT3G55270.1	3130	2845.48	1135	58.6388
AT4G16150.1	3181	2896.48	1217	61.7682
AT3G18150.1	1370	1085.48	0	0
AT3G52310.1	2443	2158.48	1	0.0681078
AT3G08943.1	3165	2880.48	313.428	15.9962
AT4G15950.1	814	529.478	49	13.6048
AT5G60900.1	2873	2588.48	5	0.283968
AT5G18710.1	1919	1634.48	3	0.269828
AT1G64460.1	2240	1955.48	292	21.952
AT2G31100.1	1247	962.478	0	0
AT1G60260.1	1634	1349.48	14	1.52513
AT2G06210.1	3579	3294.48	388	17.3137
AT3G57180.1	2232	1947.48	8	0.603896
ATMG01320.1	922	637.478	5.56384	1.28308
AT4G15130.1	1234	949.478	93	14.3993
AT5G39100.1	808	523.478	5	1.40416
AT4G16110.1	2666	2381.48	435	26.8526
AT5G26800.1	637	352.869	112	46.6605
AT4G16360.1	1685	1400.48	231	24.2482
ATMG00060.1	542	259.636	9	5.09592
AT1G76820.1	3857	3572.48	98.9914	4.07354
AT3G05780.1	2775	2490.48	0	0
AT1G24405.1	718	433.53	14	4.74737
AT2G27490.4	843	558.478	74.078	19.4997
AT2G27490.1	1367	1082.48	22.3663	3.03752
AT2G27490.3	1201	916.478	0	0
AT2G27490.2	1381	1096.48	97.5558	13.0797
AT3G13276.1	269	53.4231	20	55.0358
AT1G71740.1	393	127.013	96	111.114
AT1G52920.1	1351	1066.48	1	0.137845
AT2G17370.1	2273	1988.48	251	18.5566
AT4G13615.1	813	528.478	628	174.694
AT3G46680.1	1350	1065.48	9	1.24177
AT1G70830.3	996	711.478	0	0
AT1G70830.2	1329	1044.48	0	0
AT1G70830.5	787	502.478	0	0
AT1G70830.4	1393	1108.48	0	0
AT1G70830.1	1331	1046.48	0	0
AT2G34090.3	1458	1173.48	0	0
AT2G34090.2	1616	1331.48	0	0
AT2G34090.1	1700	1415.48	37	3.84276
AT2G34090.4	1521	1236.48	0	0
AT2G34090.5	1425	1140.48	0	0
AT1G65541.1	340	89.2615	0	0
AT2G01050.1	1548	1263.48	0	0
