target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2206.14	0	0
AT1G18320.1	699	396.287	7	2.50583
AT5G11100.1	1709	1406.14	52	5.24612
AT4G35335.1	1280	977.144	168	24.3902
AT1G60930.1	3876	3573.14	32	1.27047
AT1G17000.1	2351	2048.14	0	0
AT3G55270.1	3130	2827.14	630	31.6124
AT4G16150.1	3181	2878.14	856	42.1916
AT3G18150.1	1370	1067.14	0	0
AT3G52310.1	2443	2140.14	0	0
AT3G08943.1	3165	2862.14	475.893	23.5875
AT4G15950.1	814	511.159	60	16.6517
AT5G60900.1	2873	2570.14	15	0.827939
AT5G18710.1	1919	1616.14	3	0.263333
AT1G64460.1	2240	1937.14	390	28.5606
AT2G31100.1	1247	944.144	0	0
AT1G60260.1	1634	1331.14	2	0.213142
AT2G06210.1	3579	3276.14	353	15.2854
AT3G57180.1	2232	1929.14	12	0.882431
ATMG01320.1	922	619.144	6.53037	1.49627
AT4G15130.1	1234	931.144	112	17.0634
AT5G39100.1	808	505.159	1	0.280825
AT4G16110.1	2666	2363.14	287	17.2288
AT5G26800.1	637	334.69	210	89.0103
AT4G16360.1	1685	1382.14	371	38.0789
ATMG00060.1	542	241.93	12	7.03649
AT1G76820.1	3857	3554.14	17.6719	0.705363
AT3G05780.1	2775	2472.14	2	0.114768
AT1G24405.1	718	415.252	9	3.07465
AT2G27490.4	843	540.144	65.9524	17.3215
AT2G27490.1	1367	1064.14	9.05902	1.20766
AT2G27490.3	1201	898.144	3.6379	0.574605
AT2G27490.2	1381	1078.14	51.3507	6.75669
AT3G13276.1	269	44.5026	1	3.18771
AT1G71740.1	393	111.828	193	244.834
AT1G52920.1	1351	1048.14	3	0.406036
AT2G17370.1	2273	1970.14	284	20.4496
AT4G13615.1	813	510.159	944	262.501
AT3G46680.1	1350	1047.14	3	0.406424
AT1G70830.3	996	693.144	0	0
AT1G70830.2	1329	1026.14	0	0
AT1G70830.5	787	484.188	0	0
AT1G70830.4	1393	1090.14	0	0
AT1G70830.1	1331	1028.14	2.00025	0.275991
AT2G34090.3	1458	1155.14	0	0
AT2G34090.2	1616	1313.14	0	0
AT2G34090.1	1700	1397.14	38.0212	3.86055
AT2G34090.4	1521	1218.14	2.97877	0.346898
AT2G34090.5	1425	1122.14	0	0
AT1G65541.1	340	75.8715	0	0
AT2G01050.1	1548	1245.14	0	0
AT2G07751.1	357	86.3424	22	36.1462
AT4G20565.1	789	486.188	0	0
AT1G61566.1	551	250.589	0	0
AT4G29530.2	1148	845.144	9.9204	1.66519
AT4G29530.1	1144	841.144	31.0796	5.24167
AT5G09225.1	780	477.188	145	43.1065
AT1G21100.1	1545	1242.14	1309.57	149.562
AT1G73150.1	2150	1847.14	60.4324	4.64123
AT1G73150.2	1956	1653.14	9.56761	0.821026
AT3G51750.3	654	351.481	0	0
AT3G51750.1	563	262.181	2	1.08216
AT3G51750.2	560	259.327	1	0.547037
AT1G07010.1	1622	1319.14	0	0
AT1G07010.2	1556	1253.14	0	0
AT1G07010.3	1542	1239.14	0	0
AT1G32080.1	2009	1706.14	0	0
AT1G16710.5	6346	6043.14	0	0
AT1G16710.7	5822	5519.14	90.6041	2.32884
AT1G16710.1	6018	5715.14	21.6206	0.536667
AT1G16710.4	6502	6199.14	4.46768e-05	1.02239e-06
AT1G16710.8	6455	6152.14	12.888	0.297182
AT1G16710.10	6023	5720.14	0	0
AT1G16710.6	6107	5804.14	152.171	3.71927
AT1G16710.3	6619	6316.14	0	0
AT1G16710.9	6549	6246.14	39.0761	0.88749
AT1G16710.2	5783	5480.14	5.64007	0.146001
AT1G07590.1	2407	2104.14	41212.8	2778.57
AT5G49170.1	1172	869.144	5	0.816098
AT2G40240.1	1614	1311.14	15	1.62295
AT4G30380.2	537	237.24	0	0
AT4G30380.1	486	189.689	0	0
AT2G20619.1	201	32.385	0	0
AT3G05830.2	1420	1117.14	0	0
AT3G05830.1	1358	1055.14	72.5527	9.75452
AT3G05830.3	1524	1221.14	5.44734	0.632822
AT5G11430.6	3634	3331.14	0	0
AT5G11430.2	2601	2298.14	34.3379	2.11963
AT5G11430.4	2791	2488.14	0.005112	0.00029146
AT5G11430.3	3322	3019.14	14.1973	0.667094
AT5G11430.5	2373	2070.14	6.7356	0.461573
AT5G11430.1	3147	2844.14	99.7241	4.97408
AT1G20530.1	2269	1966.14	8	0.577217
AT4G23170.1	1824	1521.14	3	0.279779
AT1G44780.2	1644	1341.14	24.8582	2.62941
AT1G44780.1	1647	1344.14	41.1418	4.34212
AT1G60880.1	606	304.024	0	0
AT1G06160.1	1086	783.144	189	34.2361
AT3G07260.1	1204	901.144	8	1.25939
AT1G21090.1	1404	1101.14	174	22.4166
AT1G21090.2	1416	1113.14	0	0
AT1G76730.1	1500	1197.14	27	3.1995
AT1G03970.1	1190	887.144	228	36.459
AT5G19160.1	2182	1879.14	36	2.71773
AT5G19160.2	2242	1939.14	0	0
AT3G49744.1	174	33.2839	0	0
AT5G28820.1	519	220.179	0	0
AT4G12530.1	730	427.227	0	0
AT4G20050.1	1924	1621.14	7.47072	0.65374
AT4G20050.5	1742	1439.14	0	0
AT4G20050.3	1800	1497.14	0	0
AT4G20050.2	1873	1570.14	0	0
AT4G20050.6	1732	1429.14	0	0
AT4G20050.7	1707	1404.14	0.529277	0.0534732
AT4G20050.4	1981	1678.14	0	0
AT5G53810.1	1574	1271.14	7	0.78121
AT2G28690.1	1117	814.144	47	8.18957
AT5G01530.1	1396	1093.14	266	34.5198
AT3G62800.3	1283	980.144	4.84875	0.701786
AT3G62800.1	1368	1065.14	33.6338	4.47952
AT3G62800.2	1297	994.144	90.5175	12.9166
ATCG00900.1	468	173.507	71.5	58.4592
AT3G11385.1	2459	2156.14	40	2.63176
AT5G07010.1	1779	1476.14	209	20.0855
AT3G63040.1	654	351.481	0	0
AT2G26570.2	2921	2618.14	0	0
AT2G26570.1	2941	2638.14	725	38.9856
AT3G05560.2	756	453.202	5.58508	1.74824
AT3G05560.3	841	538.144	13.7786	3.63221
AT3G05560.1	840	537.144	1657.64	437.787
AT5G12080.3	2694	2391.14	203	12.0436
AT5G12080.2	2805	2502.14	0	0
AT5G12080.1	2754	2451.14	0	0
AT1G50870.1	1191	888.144	0	0
AT2G20610.2	1748	1445.14	52.1094	5.11527
AT2G20610.1	1794	1491.14	440.891	41.9446
AT5G02940.2	2792	2489.14	9.35756	0.533307
AT5G02940.1	2920	2617.14	6.64244	0.360051
AT1G68430.1	945	642.144	18	3.97653
AT1G66550.2	856	553.144	0	0
AT1G66550.1	765	462.202	0	0
AT1G09380.1	1641	1338.14	7	0.742095
AT3G48840.1	757	454.202	0	0
AT3G48840.2	667	364.387	0	0
AT5G61800.1	1629	1326.14	13	1.39065
AT5G01445.1	589	287.42	6	2.96141
