target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2229.71	0	0
AT1G18320.1	699	419.799	2	0.784441
AT5G11100.1	1709	1429.71	74	8.52227
AT4G35335.1	1280	1000.71	90	14.8083
AT1G60930.1	3876	3596.71	12	0.549348
AT1G17000.1	2351	2071.71	0	0
AT3G55270.1	3130	2850.71	825	47.6511
AT4G16150.1	3181	2901.71	996	56.5167
AT3G18150.1	1370	1090.71	0	0
AT3G52310.1	2443	2163.71	0	0
AT3G08943.1	3165	2885.71	228.287	13.0257
AT4G15950.1	814	534.71	51	15.7045
AT5G60900.1	2873	2593.71	17	1.07919
AT5G18710.1	1919	1639.71	0	0
AT1G64460.1	2240	1960.71	343	28.804
AT2G31100.1	1247	967.71	0	0
AT1G60260.1	1634	1354.71	2	0.243083
AT2G06210.1	3579	3299.71	294	14.6704
AT3G57180.1	2232	1952.71	10	0.843206
ATMG01320.1	922	642.71	2	0.512373
AT4G15130.1	1234	954.71	92	15.8667
AT5G39100.1	808	528.71	7	2.17998
AT4G16110.1	2666	2386.71	419	28.9059
AT5G26800.1	637	358.088	68	31.2674
AT4G16360.1	1685	1405.71	258	30.2201
ATMG00060.1	542	264.717	11	6.84199
AT1G76820.1	3857	3577.71	25.9466	1.19412
AT3G05780.1	2775	2495.71	0	0
AT1G24405.1	718	438.775	7	2.6268
AT2G27490.4	843	563.71	61.7094	18.0247
AT2G27490.1	1367	1087.71	17.8342	2.69967
AT2G27490.3	1201	921.71	0	0
AT2G27490.2	1381	1101.71	77.4564	11.5761
AT3G13276.1	269	53.5938	12	36.867
AT1G71740.1	393	130.341	353	445.927
AT1G52920.1	1351	1071.71	2	0.307273
AT2G17370.1	2273	1993.71	299	24.6934
AT4G13615.1	813	533.71	830	256.061
AT3G46680.1	1350	1070.71	18	2.76804
AT1G70830.3	996	716.71	0	0
AT1G70830.2	1329	1049.71	0	0
AT1G70830.5	787	507.71	1.33468	0.432846
AT1G70830.4	1393	1113.71	0	0
AT1G70830.1	1331	1051.71	9.66645	1.51336
AT2G34090.3	1458	1178.71	0	0
AT2G34090.2	1616	1336.71	2.21375	0.272686
AT2G34090.1	1700	1420.71	24.7863	2.87261
AT2G34090.4	1521	1241.71	0	0
AT2G34090.5	1425	1145.71	0	0
AT1G65541.1	340	91.6326	0	0
AT2G01050.1	1548	1268.71	0	0
AT2G07751.1	357	103.248	22	35.0843
AT4G20565.1	789	509.71	0	0
AT1G61566.1	551	273.433	0	0
AT4G29530.2	1148	868.71	6.47765	1.22776
AT4G29530.1	1144	864.71	46.5224	8.85855
AT5G09225.1	780	500.724	167	54.9148
AT1G21100.1	1545	1265.71	2019.31	262.688
AT1G73150.1	2150	1870.71	63.0713	5.55133
AT1G73150.2	1956	1676.71	17.9287	1.7606
AT3G51750.3	654	374.986	0	0
AT3G51750.1	563	285.138	4	2.30981
AT3G51750.2	560	282.209	0	0
AT1G07010.1	1622	1342.71	1	0.122628
AT1G07010.2	1556	1276.71	0	0
AT1G07010.3	1542	1262.71	0	0
AT1G32080.1	2009	1729.71	1	0.0951915
AT1G16710.5	6346	6066.71	0	0
AT1G16710.7	5822	5542.71	237.188	7.046
AT1G16710.1	6018	5738.71	59.206	1.69872
AT1G16710.4	6502	6222.71	50.1145	1.32604
AT1G16710.8	6455	6175.71	0	0
AT1G16710.10	6023	5743.71	0	0
AT1G16710.6	6107	5827.71	26.0261	0.735332
AT1G16710.3	6619	6339.71	0.000967949	2.51394e-05
AT1G16710.9	6549	6269.71	17.4642	0.458641
AT1G16710.2	5783	5503.71	0	0
AT1G07590.1	2407	2127.71	44153.8	3416.86
AT5G49170.1	1172	892.71	4	0.73777
AT2G40240.1	1614	1334.71	5	0.616815
AT4G30380.2	537	259.841	0	0
AT4G30380.1	486	211.722	0	0
AT2G20619.1	201	34.412	0	0
AT3G05830.2	1420	1140.71	0	0
AT3G05830.1	1358	1078.71	64.2214	9.80272
AT3G05830.3	1524	1244.71	8.77863	1.16126
AT5G11430.6	3634	3354.71	19.1954	0.942138
