target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2310	0	0
AT1G18320.1	699	500	6.61831	1.12028
AT5G11100.1	1709	1510	402	22.532
AT4G35335.1	1280	1081	275	21.5307
AT1G60930.1	3876	3677	60	1.38104
AT1G17000.1	2351	2152	0	0
AT3G55270.1	3130	2931	1343	38.7802
AT4G16150.1	3181	2982	2284	64.8244
AT3G18150.1	1370	1171	0	0
AT3G52310.1	2443	2244	1	0.0377161
AT3G08943.1	3165	2966	893.595	25.4988
AT4G15950.1	814	615	24	3.30283
AT5G60900.1	2873	2674	10	0.316511
AT5G18710.1	1919	1720	1	0.0492064
AT1G64460.1	2240	2041	628	26.0415
AT2G31100.1	1247	1048	2.00387	0.16183
AT1G60260.1	1634	1435	8	0.471833
AT2G06210.1	3579	3380	812	20.3324
AT3G57180.1	2232	2033	32	1.33218
ATMG01320.1	922	723	0	0
AT4G15130.1	1234	1035	242	19.7891
AT5G39100.1	808	609	46	6.39279
AT4G16110.1	2666	2467	818	28.063
AT5G26800.1	637	438	133	25.6997
AT4G16360.1	1685	1486	928	52.8542
ATMG00060.1	542	343	6	1.4805
AT1G76820.1	3857	3658	43.3475	1.00293
AT3G05780.1	2775	2576	6	0.197131
AT1G24405.1	718	519	30	4.8922
AT2G27490.4	843	644	224.074	29.448
AT2G27490.1	1367	1168	0	0
AT2G27490.3	1201	1002	0	0
AT2G27490.2	1381	1182	54.9257	3.93285
AT3G13276.1	269	70.019	4	4.83497
AT1G71740.1	393	194	335	146.148
AT1G52920.1	1351	1152	3	0.220404
AT2G17370.1	2273	2074	602	24.5662
AT4G13615.1	813	614	1286	177.265
AT3G46680.1	1350	1151	60	4.4119
AT1G70830.3	996	797	0	0
AT1G70830.2	1329	1130	0	0
AT1G70830.5	787	588	0	0
AT1G70830.4	1393	1194	0	0
AT1G70830.1	1331	1132	495.116	37.0178
AT2G34090.3	1458	1259	0	0
AT2G34090.2	1616	1417	11.7338	0.700841
AT2G34090.1	1700	1501	67.2662	3.79286
AT2G34090.4	1521	1322	0	0
AT2G34090.5	1425	1226	0	0
AT1G65541.1	340	141	0	0
AT2G01050.1	1548	1349	0	0
AT2G07751.1	357	158	21	11.249
AT4G20565.1	789	590	0	0
AT1G61566.1	551	352	0	0
AT4G29530.2	1148	949	12.5188	1.11647
AT4G29530.1	1144	945	39.4812	3.53598
AT5G09225.1	780	581	127	18.5003
AT1G21100.1	1545	1346	616.926	38.7916
AT1G73150.1	2150	1951	129.891	5.63471
AT1G73150.2	1956	1757	1.10904	0.0534224
AT3G51750.3	654	455	0	0
AT3G51750.1	563	364	24	5.58033
AT3G51750.2	560	361	0	0
AT1G07010.1	1622	1423	0	0
AT1G07010.2	1556	1357	18	1.12265
AT1G07010.3	1542	1343	0	0
AT1G32080.1	2009	1810	5	0.233798
AT1G16710.5	6346	6147	297.84	4.10082
AT1G16710.7	5822	5623	660.342	9.93919
AT1G16710.1	6018	5819	208.208	3.0283
AT1G16710.4	6502	6303	7.41532	0.099571
AT1G16710.8	6455	6256	59.5769	0.805993
AT1G16710.10	6023	5824	0	0
AT1G16710.6	6107	5908	0.000110531	1.58341e-06
AT1G16710.3	6619	6420	15.1514	0.199742
AT1G16710.9	6549	6350	0	0
AT1G16710.2	5783	5584	9.46644	0.14348
AT1G07590.1	2407	2208	61309	2350.04
AT5G49170.1	1172	973	6	0.521902
AT2G40240.1	1614	1415	37	2.21307
AT4G30380.2	537	338	0	0
AT4G30380.1	486	287	0	0
AT2G20619.1	201	17.0167	0	0
AT3G05830.2	1420	1221	5.83911	0.404745
AT3G05830.1	1358	1159	143.161	10.4542
AT3G05830.3	1524	1325	0	0
AT5G11430.6	3634	3435	1.34419e-06	3.31195e-08
AT5G11430.2	2601	2402	37.3306	1.31535
AT5G11430.4	2791	2592	0	0
AT5G11430.3	3322	3123	15.7821	0.427704
AT5G11430.5	2373	2174	30.3259	1.1806
AT5G11430.1	3147	2948	299.561	8.6002
AT1G20530.1	2269	2070	4	0.163546
AT4G23170.1	1824	1625	16	0.83333
AT1G44780.2	1644	1445	43.3398	2.53845
AT1G44780.1	1647	1448	148.66	8.68913
AT1G60880.1	606	407	0	0
AT1G06160.1	1086	887	169	16.1255
AT3G07260.1	1204	1005	13.9682	1.17632
AT1G21090.1	1404	1205	108	7.58555
AT1G21090.2	1416	1217	0	0
AT1G76730.1	1500	1301	9	0.585484
AT1G03970.1	1190	991	417	35.6133
AT5G19160.1	2182	1983	11.9505	0.510049
AT5G19160.2	2242	2043	34.0495	1.41056
AT3G49744.1	174	9.99669	0	0
AT5G28820.1	519	320	0	0
AT4G12530.1	730	531	7	1.11572
AT4G20050.1	1924	1725	0	0
AT4G20050.5	1742	1543	0	0
AT4G20050.3	1800	1601	0	0
AT4G20050.2	1873	1674	10.0842	0.509842
AT4G20050.6	1732	1533	61.311	3.38491
AT4G20050.7	1707	1508	28.6048	1.60542
AT4G20050.4	1981	1782	0	0
AT5G53810.1	1574	1375	12	0.738633
AT2G28690.1	1117	918	205	18.9
AT5G01530.1	1396	1197	141	9.96954
AT3G62800.3	1283	1084	0	0
AT3G62800.1	1368	1169	0	0
AT3G62800.2	1297	1098	229	17.6516
ATCG00900.1	468	269	155.5	48.9247
AT3G11385.1	2459	2260	31	1.16092
AT5G07010.1	1779	1580	228	12.2132
AT3G63040.1	654	455	0	0
AT2G26570.2	2921	2722	787.852	24.4966
AT2G26570.1	2941	2742	1228.15	37.9082
AT3G05560.2	756	557	1748.91	265.744
AT3G05560.3	841	642	24.4099	3.21796
AT3G05560.1	840	641	68.6786	9.06804
AT5G12080.3	2694	2495	516.502	17.5207
AT5G12080.2	2805	2606	22.4984	0.73068
AT5G12080.1	2754	2555	0	0
AT1G50870.1	1191	992	0	0
AT2G20610.2	1748	1549	81.9473	4.47748
AT2G20610.1	1794	1595	1577.05	83.6827
AT5G02940.2	2792	2593	0	0
AT5G02940.1	2920	2721	9	0.279939
AT1G68430.1	945	746	19	2.15558
AT1G66550.2	856	657	0	0
AT1G66550.1	765	566	0	0
AT1G09380.1	1641	1442	25	1.46732
AT3G48840.1	757	558	11	1.66843
AT3G48840.2	667	468	0	0
AT5G61800.1	1629	1430	15	0.88778
AT5G01445.1	589	390	4	0.868052
AT4G35500.1	1975	1776	121.211	5.77628
AT4G35500.2	1638	1439	268.789	15.8089
AT1G80310.1	1937	1738	1129.12	54.9846
AT2G39400.2	1307	1108	7.60791	0.581133
AT2G39400.1	1394	1195	390.392	27.6492
AT4G04990.1	1217	1018	373	31.0107
AT3G60530.1	1465	1266	169	11.298
AT2G46180.1	2540	2341	563	20.3543
AT2G22270.1	1398	1199	26.7634	1.88917
AT2G22270.2	1174	975	148.237	12.8677
AT2G43660.1	471	272	0	0
AT2G43660.2	597	398	9	1.91386
AT1G03910.2	2466	2267	22.2064	0.829043
AT1G03910.1	2565	2366	1317.79	47.1393
AT1G77590.1	2692	2493	2250.1	76.3887
AT1G77590.2	2669	2470	323.903	11.0986
AT1G79020.1	2134	1935	292	12.7718
AT5G24420.1	1321	1122	2	0.150865
AT5G39490.1	1701	1502	52.0575	2.93335
AT3G26922.2	1894	1695	0	0
AT3G26922.1	1793	1594	0	0
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	40	2.34609
AT3G26922.3	1711	1512	0	0
AT3G50450.1	926	727	1	0.116417
AT3G17160.1	882	683	424	52.5406
AT1G34315.1	819	620	140	19.1111
AT5G08580.2	1818	1619	26.3013	1.37493
AT5G08580.1	1736	1537	252.699	13.9149
AT2G28360.1	3032	2833	901	26.9171
AT4G25000.1	1606	1407	8	0.481223
AT5G27410.4	1734	1535	175.817	9.69398
AT5G27410.1	2156	1957	300.776	13.0078
AT5G27410.3	2229	2030	58.4074	2.43513
AT5G27410.2	3153	2954	0	0
AT5G65200.1	1982	1783	256	12.1517
AT5G23535.1	1015	816	35.2865	3.65989
AT5G23535.2	830	631	369.714	49.5891
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	0	0
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0.000205524	5.18621e-06
AT1G05230.2	2983	2784	16.0455	0.487792
AT1G05230.11	2424	2225	0	0
AT1G05230.3	2678	2479	85.0085	2.90226
AT1G05230.7	3526	3327	3.43323	0.0873373
AT1G05230.10	2557	2358	5.51259	0.197862
AT1G05230.9	3140	2941	0	0
AT1G05230.4	2974	2775	0	0
AT1G05230.8	3231	3032	0	0
AT1G79830.1	3669	3470	4.70528	0.114764
AT1G79830.3	3588	3389	953.117	23.8026
AT1G79830.2	3278	3079	2392.39	65.7615
AT1G79830.4	3547	3348	35.7138	0.902818
AT1G79830.5	3718	3519	84.0768	2.02212
AT5G09480.1	840	641	2588	341.709
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	211	12.3244
AT5G55820.7	5630	5431	1.56212	0.0243436
AT5G55820.5	5831	5632	13.8529	0.208175
AT5G55820.8	5630	5431	0	0
AT5G55820.10	5271	5072	0	0
AT5G55820.4	5292	5093	0	0
AT5G55820.9	5896	5697	185.381	2.75403
AT5G55820.2	5622	5423	2.76657e-07	4.3177e-09
AT5G55820.11	5449	5250	0	0
AT5G55820.3	5610	5411	132.204	2.06784
AT5G55820.6	5642	5443	0	0
AT5G55820.1	5481	5282	0	0
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	202	8.66951
AT4G35910.1	2164	1965	215	9.26032
AT3G56220.2	541	342	0	0
AT3G56220.1	905	706	15	1.79819
AT2G19970.1	926	727	919	106.987
AT5G54520.1	1864	1665	87	4.42237
AT2G04032.1	1403	1204	0	0
AT5G03455.1	704	505	284.299	47.6468
AT5G03455.2	1006	807	1.70145	0.178442
AT1G48140.2	563	364	10.4896	2.43897
AT1G48140.1	743	544	126.51	19.6824
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	5	1.52221
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	437	33.5622
AT2G41010.1	1250	1051	92	7.40859
