target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2310	0	0
AT1G18320.1	699	500	21.9727	3.92925
AT5G11100.1	1709	1510	297	17.5863
AT4G35335.1	1280	1081	196	16.2116
AT1G60930.1	3876	3677	50	1.21583
AT1G17000.1	2351	2152	0	0
AT3G55270.1	3130	2931	1124	34.2883
AT4G16150.1	3181	2982	2205	66.1144
AT3G18150.1	1370	1171	0	0
AT3G52310.1	2443	2244	1	0.0398449
AT3G08943.1	3165	2966	911.369	27.4738
AT4G15950.1	814	615	53	7.70541
AT5G60900.1	2873	2674	28	0.93625
AT5G18710.1	1919	1720	5	0.259918
AT1G64460.1	2240	2041	680	29.7894
AT2G31100.1	1247	1048	1	0.0853167
AT1G60260.1	1634	1435	1	0.0623079
AT2G06210.1	3579	3380	778	20.5806
AT3G57180.1	2232	2033	24	1.05553
ATMG01320.1	922	723	6.85175	0.847342
AT4G15130.1	1234	1035	256	22.1154
AT5G39100.1	808	609	3	0.440453
AT4G16110.1	2666	2467	950	34.431
AT5G26800.1	637	438	132	26.946
AT4G16360.1	1685	1486	792	47.6543
ATMG00060.1	542	343	12	3.12811
AT1G76820.1	3857	3658	38.9022	0.95088
AT3G05780.1	2775	2576	3	0.104129
AT1G24405.1	718	519	26	4.47921
AT2G27490.4	843	644	161.468	22.418
AT2G27490.1	1367	1168	0.00184051	0.000140894
AT2G27490.3	1201	1002	0	0
AT2G27490.2	1381	1182	50.5298	3.8223
AT3G13276.1	269	70.019	6	7.66179
AT1G71740.1	393	194	410	188.963
AT1G52920.1	1351	1152	1	0.0776145
AT2G17370.1	2273	2074	520	22.4176
AT4G13615.1	813	614	1032	150.282
AT3G46680.1	1350	1151	7	0.543773
AT1G70830.3	996	797	0	0
AT1G70830.2	1329	1130	0	0
AT1G70830.5	787	588	0	0
AT1G70830.4	1393	1194	0	0
AT1G70830.1	1331	1132	76.0103	6.00373
AT2G34090.3	1458	1259	0	0
AT2G34090.2	1616	1417	11.4444	0.722134
AT2G34090.1	1700	1501	40.2054	2.39496
AT2G34090.4	1521	1322	0	0
AT2G34090.5	1425	1226	4.35021	0.31726
AT1G65541.1	340	141	0	0
AT2G01050.1	1548	1349	0	0
AT2G07751.1	357	158	11	6.22488
AT4G20565.1	789	590	0	0
AT1G61566.1	551	352	0	0
AT4G29530.2	1148	949	24.1842	2.27856
AT4G29530.1	1144	945	26.8158	2.53719
AT5G09225.1	780	581	110	16.9282
AT1G21100.1	1545	1346	1645.8	109.327
AT1G73150.1	2150	1951	90.5103	4.14797
AT1G73150.2	1956	1757	39.4897	2.00959
AT3G51750.3	654	455	0	0
AT3G51750.1	563	364	12.4265	3.05242
AT3G51750.2	560	361	3.57346	0.885069
AT1G07010.1	1622	1423	0	0
AT1G07010.2	1556	1357	0.00010354	6.8222e-06
AT1G07010.3	1542	1343	10.9999	0.732332
AT1G32080.1	2009	1810	2	0.0987977
