target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2142.18	0	0
AT1G18320.1	699	332.552	2	1.23047
AT5G11100.1	1709	1342.18	24	3.65847
AT4G35335.1	1280	913.181	103	23.077
AT1G60930.1	3876	3509.18	49	2.85687
AT1G17000.1	2351	1984.18	0	0
AT3G55270.1	3130	2763.18	764	56.5697
AT4G16150.1	3181	2814.18	853	62.015
AT3G18150.1	1370	1003.18	0	0
AT3G52310.1	2443	2076.18	0	0
AT3G08943.1	3165	2798.18	375.603	27.4633
AT4G15950.1	814	447.284	27	12.3504
AT5G60900.1	2873	2506.18	7	0.571459
AT5G18710.1	1919	1552.18	2	0.263626
AT1G64460.1	2240	1873.18	378	41.2869
AT2G31100.1	1247	880.181	2	0.464898
AT1G60260.1	1634	1267.18	0	0
AT2G06210.1	3579	3212.18	331	21.0828
AT3G57180.1	2232	1865.18	16	1.75509
ATMG01320.1	922	555.196	3.9999	1.47402
AT4G15130.1	1234	867.181	98	23.1215
AT5G39100.1	808	441.284	16	7.41826
AT4G16110.1	2666	2299.18	359	31.9463
AT5G26800.1	637	271.192	82	61.8638
AT4G16360.1	1685	1318.18	223	34.6122
ATMG00060.1	542	179.862	3	3.41256
AT1G76820.1	3857	3490.18	28.1593	1.65072
AT3G05780.1	2775	2408.18	2	0.169918
AT1G24405.1	718	351.453	4	2.32859
AT2G27490.4	843	476.235	46.3214	19.9003
AT2G27490.1	1367	1000.18	9.68743	1.98166
AT2G27490.3	1201	834.181	0	0
AT2G27490.2	1381	1014.18	46.9912	9.47983
AT3G13276.1	269	42.8294	4	19.1081
AT1G71740.1	393	68.9086	134	397.861
AT1G52920.1	1351	984.181	2	0.415772
AT2G17370.1	2273	1906.18	283	30.3754
AT4G13615.1	813	446.284	465	213.178
AT3G46680.1	1350	983.181	10	2.08097
AT1G70830.3	996	629.181	0	0
AT1G70830.2	1329	962.181	0	0
AT1G70830.5	787	420.284	0	0
AT1G70830.4	1393	1026.18	0	0
AT1G70830.1	1331	964.181	59.0207	12.5241
AT2G34090.3	1458	1091.18	0	0
AT2G34090.2	1616	1249.18	0	0
AT2G34090.1	1700	1333.18	34	5.21783
AT2G34090.4	1521	1154.18	0	0
AT2G34090.5	1425	1058.18	0	0
AT1G65541.1	340	48.7031	0	0
AT2G01050.1	1548	1181.18	0	0
AT2G07751.1	357	53.7459	1	3.80675
AT4G20565.1	789	422.284	0	0
AT1G61566.1	551	188.199	0	0
AT4G29530.2	1148	781.181	4.27234	1.11896
AT4G29530.1	1144	777.181	21.7277	5.71993
AT5G09225.1	780	413.284	59	29.2081
AT1G21100.1	1545	1178.18	564	97.9415
AT1G73150.1	2150	1783.18	41.6721	4.78135
AT1G73150.2	1956	1589.18	25.3279	3.26081
AT3G51750.3	654	287.999	0	0
AT3G51750.1	563	199.513	3.7466	3.84208
AT3G51750.2	560	196.651	1.2534	1.30405
AT1G07010.1	1622	1255.18	0	0
AT1G07010.2	1556	1189.18	3.99995e-05	6.88187e-06
AT1G07010.3	1542	1175.18	4.99996	0.870486
AT1G32080.1	2009	1642.18	0	0
AT1G16710.5	6346	5979.18	0	0
AT1G16710.7	5822	5455.18	305.17	11.4454
AT1G16710.1	6018	5651.18	64.801	2.34608
AT1G16710.4	6502	6135.18	100.446	3.34969
AT1G16710.8	6455	6088.18	50.2703	1.68937
AT1G16710.10	6023	5656.18	0	0
AT1G16710.6	6107	5740.18	0.000110621	3.94287e-06
AT1G16710.3	6619	6252.18	4.77069	0.156117
AT1G16710.9	6549	6182.18	35.542	1.17625
AT1G16710.2	5783	5416.18	0	0
AT1G07590.1	2407	2040.18	14844	1488.61
AT5G49170.1	1172	805.181	2	0.508202
AT2G40240.1	1614	1247.18	12	1.96857
AT4G30380.2	537	175.305	1	1.1671
AT4G30380.1	486	130.997	0	0
AT2G20619.1	201	56.8375	0	0
AT3G05830.2	1420	1053.18	0	0
AT3G05830.1	1358	991.181	69.4582	14.3374
AT3G05830.3	1524	1157.18	5.54178	0.979822
AT5G11430.6	3634	3267.18	0	0
AT5G11430.2	2601	2234.18	21.6805	1.98541
AT5G11430.4	2791	2424.18	0	0
AT5G11430.3	3322	2955.18	0	0
AT5G11430.5	2373	2006.18	10.8913	1.11073
AT5G11430.1	3147	2780.18	81.4282	5.99241
AT1G20530.1	2269	1902.18	3	0.322678
AT4G23170.1	1824	1457.18	3	0.421219
AT1G44780.2	1644	1277.18	15.6638	2.50925
AT1G44780.1	1647	1280.18	23.3362	3.72957
