target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2209.71	0	0
AT1G18320.1	699	399.87	1	0.428654
AT5G11100.1	1709	1409.71	80	9.72715
AT4G35335.1	1280	980.71	76	13.2831
AT1G60930.1	3876	3576.71	17	0.814686
AT1G17000.1	2351	2051.71	1	0.0835428
AT3G55270.1	3130	2830.71	634	38.3901
AT4G16150.1	3181	2881.71	715	42.5286
AT3G18150.1	1370	1070.71	0	0
AT3G52310.1	2443	2143.71	0	0
AT3G08943.1	3165	2865.71	279.878	16.7403
AT4G15950.1	814	514.728	25	8.32507
AT5G60900.1	2873	2573.71	6	0.399592
AT5G18710.1	1919	1619.71	1	0.105825
AT1G64460.1	2240	1940.71	289	25.5248
AT2G31100.1	1247	947.71	0	0
AT1G60260.1	1634	1334.71	5	0.642108
AT2G06210.1	3579	3279.71	219	11.4455
AT3G57180.1	2232	1932.71	11	0.975554
ATMG01320.1	922	622.71	11	3.02783
AT4G15130.1	1234	934.71	111	20.355
AT5G39100.1	808	508.728	1	0.33693
AT4G16110.1	2666	2366.71	319	23.1031
AT5G26800.1	637	338.385	91	46.0952
AT4G16360.1	1685	1385.71	243	30.0579
ATMG00060.1	542	245.989	24	16.7232
AT1G76820.1	3857	3557.71	8.40924	0.405146
AT3G05780.1	2775	2475.71	0	0
AT1G24405.1	718	418.857	13	5.3199
AT2G27490.4	843	543.728	41.4513	13.0672
AT2G27490.1	1367	1067.71	14.1487	2.27138
AT2G27490.3	1201	901.71	0	0
AT2G27490.2	1381	1081.71	77.4	12.2647
AT3G13276.1	269	49.5149	11	38.0787
AT1G71740.1	393	116.901	456	668.609
AT1G52920.1	1351	1051.71	0	0
AT2G17370.1	2273	1973.71	186	16.1531
AT4G13615.1	813	513.728	803	267.922
AT3G46680.1	1350	1050.71	8	1.30507
AT1G70830.3	996	696.71	0	0
AT1G70830.2	1329	1029.71	0	0
AT1G70830.5	787	487.743	0	0
AT1G70830.4	1393	1093.71	0	0
AT1G70830.1	1331	1031.71	0	0
AT2G34090.3	1458	1158.71	0	0
AT2G34090.2	1616	1316.71	0	0
AT2G34090.1	1700	1400.71	29	3.54875
AT2G34090.4	1521	1221.71	0	0
AT2G34090.5	1425	1125.71	0	0
AT1G65541.1	340	81.4242	0	0
AT2G01050.1	1548	1248.71	0	0
AT2G07751.1	357	91.8358	19	35.4623
AT4G20565.1	789	489.743	0	0
AT1G61566.1	551	254.589	0	0
AT4G29530.2	1148	848.71	0	0
AT4G29530.1	1144	844.71	38	7.71083
AT5G09225.1	780	480.743	111	39.5763
AT1G21100.1	1545	1245.71	2184	300.511
AT1G73150.1	2150	1850.71	53.223	4.92932
AT1G73150.2	1956	1656.71	10.777	1.115
AT3G51750.3	654	355.133	0	0
AT3G51750.1	563	266.049	6	3.86558
AT3G51750.2	560	263.176	0	0
AT1G07010.1	1622	1322.71	5	0.647934
AT1G07010.2	1556	1256.71	0	0
AT1G07010.3	1542	1242.71	0	0
AT1G32080.1	2009	1709.71	0	0
AT1G16710.5	6346	6046.71	6.23122e-06	1.76636e-07
AT1G16710.7	5822	5522.71	157.505	4.8884
AT1G16710.1	6018	5718.71	0	0
AT1G16710.4	6502	6202.71	66.7315	1.84406
AT1G16710.8	6455	6155.71	21.0032	0.584834
AT1G16710.10	6023	5723.71	0	0
AT1G16710.6	6107	5807.71	0.00749566	0.000221223
AT1G16710.3	6619	6319.71	0	0
AT1G16710.9	6549	6249.71	21.7531	0.596604
AT1G16710.2	5783	5483.71	0	0
AT1G07590.1	2407	2107.71	40569.4	3299.23
AT5G49170.1	1172	872.71	1	0.196406
AT2G40240.1	1614	1314.71	19	2.47713
AT4G30380.2	537	241.176	0	0
AT4G30380.1	486	193.993	0	0
AT2G20619.1	201	36.262	0	0
AT3G05830.2	1420	1120.71	2.18041	0.33348
AT3G05830.1	1358	1058.71	39.8196	6.44681
AT3G05830.3	1524	1224.71	0	0
AT5G11430.6	3634	3334.71	8.50391	0.437105
AT5G11430.2	2601	2301.71	0	0
AT5G11430.4	2791	2491.71	0	0
AT5G11430.3	3322	3022.71	13.4623	0.763392
AT5G11430.5	2373	2073.71	17.9234	1.48149
AT5G11430.1	3147	2847.71	83.1104	5.00247
AT1G20530.1	2269	1969.71	1	0.0870208
AT4G23170.1	1824	1524.71	3	0.337256
AT1G44780.2	1644	1344.71	11.0832	1.41274
AT1G44780.1	1647	1347.71	32.9168	4.18646
AT1G60880.1	606	307.845	0	0
AT1G06160.1	1086	786.71	103	22.4413
AT3G07260.1	1204	904.71	1	0.189459
AT1G21090.1	1404	1104.71	127	19.7052
AT1G21090.2	1416	1116.71	0	0
AT1G76730.1	1500	1200.71	33	4.71087
AT1G03970.1	1190	890.71	152	29.2504
AT5G19160.1	2182	1882.71	24	2.18501
AT5G19160.2	2242	1942.71	0	0
AT3G49744.1	174	33.2806	0	0
AT5G28820.1	519	224.25	0	0
AT4G12530.1	730	430.843	0	0
AT4G20050.1	1924	1624.71	0	0
AT4G20050.5	1742	1442.71	28	3.32663
AT4G20050.3	1800	1500.71	0	0
AT4G20050.2	1873	1573.71	0	0
AT4G20050.6	1732	1432.71	0	0
AT4G20050.7	1707	1407.71	1.23491e-05	1.50365e-06
AT4G20050.4	1981	1681.71	0	0
AT5G53810.1	1574	1274.71	8	1.07573
AT2G28690.1	1117	817.71	29	6.07889
AT5G01530.1	1396	1096.71	176	27.5072
AT3G62800.3	1283	983.71	5.85611	1.02039
AT3G62800.1	1368	1068.71	41.7558	6.69704
AT3G62800.2	1297	997.71	54.3881	9.34382
ATCG00900.1	468	178.094	55.5	53.4158
AT3G11385.1	2459	2159.71	19	1.50794
AT5G07010.1	1779	1479.71	70	8.10862
AT3G63040.1	654	355.133	1	0.482652
AT2G26570.2	2921	2621.71	35.1369	2.29723
AT2G26570.1	2941	2641.71	753.863	48.9139
AT3G05560.2	756	456.773	2.94383	1.10468
AT3G05560.3	841	541.728	14.4116	4.55991
AT3G05560.1	840	540.728	655.645	207.833
AT5G12080.3	2694	2394.71	147	10.5218
AT5G12080.2	2805	2505.71	0	0
AT5G12080.1	2754	2454.71	0	0
AT1G50870.1	1191	891.71	0	0
AT2G20610.2	1748	1448.71	42.0766	4.97834
AT2G20610.1	1794	1494.71	414.923	47.5813
