target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2217.09	0	0
AT1G18320.1	699	407.284	1	0.439953
AT5G11100.1	1709	1417.09	72	9.10415
AT4G35335.1	1280	988.09	66	11.9688
AT1G60930.1	3876	3584.09	37	1.84981
AT1G17000.1	2351	2059.09	0	0
AT3G55270.1	3130	2838.09	980	61.8735
AT4G16150.1	3181	2889.09	1175	72.8755
AT3G18150.1	1370	1078.09	0	0
AT3G52310.1	2443	2151.09	2	0.1666
AT3G08943.1	3165	2873.09	289.695	18.0674
AT4G15950.1	814	522.105	26	8.92319
AT5G60900.1	2873	2581.09	3	0.208268
AT5G18710.1	1919	1627.09	2	0.220254
AT1G64460.1	2240	1948.09	264	24.2828
AT2G31100.1	1247	955.09	0	0
AT1G60260.1	1634	1342.09	18	2.40323
AT2G06210.1	3579	3287.09	300	16.3536
AT3G57180.1	2232	1940.09	7	0.646518
ATMG01320.1	922	630.09	3	0.853146
AT4G15130.1	1234	942.09	97	18.4495
AT5G39100.1	808	516.105	2	0.694379
AT4G16110.1	2666	2374.09	362	27.3222
AT5G26800.1	637	345.642	72	37.3259
AT4G16360.1	1685	1393.09	214	27.5257
ATMG00060.1	542	252.808	9	6.37904
AT1G76820.1	3857	3565.09	88.319	4.43903
AT3G05780.1	2775	2483.09	0	0
AT1G24405.1	718	426.216	8	3.36329
AT2G27490.4	843	551.09	72.4256	23.5491
AT2G27490.1	1367	1075.09	15.1106	2.51849
AT2G27490.3	1201	909.09	0	0
AT2G27490.2	1381	1089.09	44.4638	7.31556
AT3G13276.1	269	50.0911	17	60.8126
AT1G71740.1	393	121.863	136	199.973
AT1G52920.1	1351	1059.09	3	0.507566
AT2G17370.1	2273	1981.09	198	17.9088
AT4G13615.1	813	521.105	565	194.28
AT3G46680.1	1350	1058.09	3	0.508046
AT1G70830.3	996	704.09	0	0
AT1G70830.2	1329	1037.09	0	0
AT1G70830.5	787	495.119	0	0
AT1G70830.4	1393	1101.09	0	0
AT1G70830.1	1331	1039.09	0	0
AT2G34090.3	1458	1166.09	0	0
AT2G34090.2	1616	1324.09	0	0
AT2G34090.1	1700	1408.09	27	3.43588
AT2G34090.4	1521	1229.09	0	0
AT2G34090.5	1425	1133.09	0	0
AT1G65541.1	340	84.7971	0	0
AT2G01050.1	1548	1256.09	0	0
AT2G07751.1	357	95.7346	13	24.3321
AT4G20565.1	789	497.119	0	0
AT1G61566.1	551	261.37	0	0
AT4G29530.2	1148	856.09	0	0
AT4G29530.1	1144	852.09	42	8.83219
AT5G09225.1	780	488.119	142	52.1276
AT1G21100.1	1545	1253.09	2729.31	390.279
AT1G73150.1	2150	1858.09	30.177	2.91014
AT1G73150.2	1956	1664.09	31.823	3.42664
AT3G51750.3	654	362.526	0	0
AT3G51750.1	563	273.046	10.7977	7.08596
AT3G51750.2	560	270.128	1.20233	0.797553
AT1G07010.1	1622	1330.09	5	0.673587
AT1G07010.2	1556	1264.09	0	0
AT1G07010.3	1542	1250.09	0	0
AT1G32080.1	2009	1717.09	0	0
AT1G16710.5	6346	6054.09	0.0659438	0.00195177
AT1G16710.7	5822	5530.09	85.0283	2.75509
AT1G16710.1	6018	5726.09	182.335	5.70579
AT1G16710.4	6502	6210.09	0.00168263	4.85506e-05
AT1G16710.8	6455	6163.09	24.8109	0.721354
AT1G16710.10	6023	5731.09	0	0
AT1G16710.6	6107	5815.09	1.95958e-08	6.03826e-10
AT1G16710.3	6619	6327.09	2.54562	0.0720931
AT1G16710.9	6549	6257.09	78.2128	2.2398
AT1G16710.2	5783	5491.09	0	0
AT1G07590.1	2407	2115.09	45162	3826.03
AT5G49170.1	1172	880.09	2	0.4072
AT2G40240.1	1614	1322.09	6	0.813195
AT4G30380.2	537	248.05	0	0
AT4G30380.1	486	200.351	0	0
AT2G20619.1	201	33.1116	0	0
AT3G05830.2	1420	1128.09	0	0
AT3G05830.1	1358	1066.09	48	8.06774
AT3G05830.3	1524	1232.09	0	0
AT5G11430.6	3634	3342.09	0	0
AT5G11430.2	2601	2309.09	7.16665	0.556134
AT5G11430.4	2791	2499.09	0.00254534	0.000182502
AT5G11430.3	3322	3030.09	13.5987	0.804168
AT5G11430.5	2373	2081.09	44.2366	3.80886
AT5G11430.1	3147	2855.09	49.9955	3.13773
AT1G20530.1	2269	1977.09	5	0.453156
AT4G23170.1	1824	1532.09	11	1.28651
AT1G44780.2	1644	1352.09	15.9433	2.1129
AT1G44780.1	1647	1355.09	21.0567	2.78436
AT1G60880.1	606	315.056	0	0
AT1G06160.1	1086	794.09	67	15.1185
AT3G07260.1	1204	912.09	2.01077	0.395028
AT1G21090.1	1404	1112.09	165	26.5857
AT1G21090.2	1416	1124.09	0	0
AT1G76730.1	1500	1208.09	23	3.4114
AT1G03970.1	1190	898.09	236	47.0865
AT5G19160.1	2182	1890.09	18	1.70645
AT5G19160.2	2242	1950.09	0	0
AT3G49744.1	174	29.9292	0	0
AT5G28820.1	519	230.878	0	0
AT4G12530.1	730	438.18	0	0
AT4G20050.1	1924	1632.09	0	0
AT4G20050.5	1742	1450.09	0	0
AT4G20050.3	1800	1508.09	0	0
AT4G20050.2	1873	1581.09	16	1.81329
AT4G20050.6	1732	1440.09	0	0
AT4G20050.7	1707	1415.09	0	0
AT4G20050.4	1981	1689.09	0	0
AT5G53810.1	1574	1282.09	5	0.698805
AT2G28690.1	1117	825.09	8	1.73737
AT5G01530.1	1396	1104.09	745	120.908
AT3G62800.3	1283	991.09	5.79147	1.04708
AT3G62800.1	1368	1076.09	71.2679	11.8673
AT3G62800.2	1297	1005.09	36.9406	6.58572
ATCG00900.1	468	184.125	109	106.076
AT3G11385.1	2459	2167.09	20	1.6537
AT5G07010.1	1779	1487.09	403	48.5593
AT3G63040.1	654	362.526	0	0
AT2G26570.2	2921	2629.09	0	0
AT2G26570.1	2941	2649.09	882	59.6591
AT3G05560.2	756	464.131	0	0
AT3G05560.3	841	549.09	0	0
AT3G05560.1	840	548.09	370	120.963
AT5G12080.3	2694	2402.09	80	5.96768
