target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2236.91	0	0
AT1G18320.1	699	426.923	1	0.434615
AT5G11100.1	1709	1436.91	75	9.68472
AT4G35335.1	1280	1007.91	93	17.1205
AT1G60930.1	3876	3603.91	19	0.978216
AT1G17000.1	2351	2078.91	0	0
AT3G55270.1	3130	2857.91	613	39.7985
AT4G16150.1	3181	2908.91	735	46.8827
AT3G18150.1	1370	1097.91	0	0
AT3G52310.1	2443	2170.91	2	0.17094
AT3G08943.1	3165	2892.91	297.157	19.0593
AT4G15950.1	814	541.908	51	17.4622
AT5G60900.1	2873	2600.91	6	0.428037
AT5G18710.1	1919	1646.91	3	0.337992
AT1G64460.1	2240	1967.91	234	22.0631
AT2G31100.1	1247	974.908	0	0
AT1G60260.1	1634	1361.91	7	0.953686
AT2G06210.1	3579	3306.91	254	14.2517
AT3G57180.1	2232	1959.91	9	0.852043
ATMG01320.1	922	649.908	2.67	0.76228
AT4G15130.1	1234	961.908	80	15.4316
AT5G39100.1	808	535.908	5	1.73115
AT4G16110.1	2666	2393.91	296	22.9424
AT5G26800.1	637	365.116	108	54.8842
AT4G16360.1	1685	1412.91	254	33.3561
ATMG00060.1	542	271.509	6	4.10036
AT1G76820.1	3857	3584.91	48.0412	2.48651
AT3G05780.1	2775	2502.91	0	0
AT1G24405.1	718	445.923	5	2.08049
AT2G27490.4	843	570.908	45.4184	14.7612
AT2G27490.1	1367	1094.91	30.9155	5.23906
AT2G27490.3	1201	928.908	2.99306	0.597858
AT2G27490.2	1381	1108.91	51.6731	8.64617
AT3G13276.1	269	55.4071	8	26.7904
AT1G71740.1	393	135.821	154	210.382
AT1G52920.1	1351	1078.91	5	0.859885
AT2G17370.1	2273	2000.91	227	21.0501
AT4G13615.1	813	540.908	818	280.598
AT3G46680.1	1350	1077.91	9	1.54923
AT1G70830.3	996	723.908	0	0
AT1G70830.2	1329	1056.91	0	0
AT1G70830.5	787	514.908	0	0
AT1G70830.4	1393	1120.91	0	0
AT1G70830.1	1331	1058.91	0	0
AT2G34090.3	1458	1185.91	0	0
AT2G34090.2	1616	1343.91	0	0
AT2G34090.1	1700	1427.91	35	4.54802
AT2G34090.4	1521	1248.91	0	0
AT2G34090.5	1425	1152.91	0	0
AT1G65541.1	340	95.9354	0	0
AT2G01050.1	1548	1275.91	0	0
AT2G07751.1	357	107.885	23	39.5567
AT4G20565.1	789	516.908	0	0
AT1G61566.1	551	280.242	0	0
AT4G29530.2	1148	875.908	0	0
AT4G29530.1	1144	871.908	43	9.15067
AT5G09225.1	780	507.908	177	64.6611
AT1G21100.1	1545	1272.91	1522.17	221.881
AT1G73150.1	2150	1877.91	40.7344	4.02478
AT1G73150.2	1956	1683.91	19.2656	2.12285
AT3G51750.3	654	382.017	0	0
AT3G51750.1	563	291.928	8	5.08475
AT3G51750.2	560	288.986	0	0
AT1G07010.1	1622	1349.91	6	0.824711
AT1G07010.2	1556	1283.91	0	0
AT1G07010.3	1542	1269.91	0	0
AT1G32080.1	2009	1736.91	0	0
AT1G16710.5	6346	6073.91	0	0
AT1G16710.7	5822	5549.91	140.416	4.69445
AT1G16710.1	6018	5745.91	142.165	4.59081
AT1G16710.4	6502	6229.91	0	0
AT1G16710.8	6455	6182.91	0	0
AT1G16710.10	6023	5750.91	0	0
AT1G16710.6	6107	5834.91	0	0
AT1G16710.3	6619	6346.91	0	0
AT1G16710.9	6549	6276.91	37.4194	1.10613
AT1G16710.2	5783	5510.91	0	0
AT1G07590.1	2407	2134.91	38788	3371.11
AT5G49170.1	1172	899.908	1	0.206185
AT2G40240.1	1614	1341.91	9	1.24444
AT4G30380.2	537	266.698	0	0
AT4G30380.1	486	218.022	0	0
AT2G20619.1	201	34.3201	0	0
AT3G05830.2	1420	1147.91	0	0
AT3G05830.1	1358	1085.91	56	9.56863
AT3G05830.3	1524	1251.91	0	0
AT5G11430.6	3634	3361.91	0	0
AT5G11430.2	2601	2328.91	0	0
AT5G11430.4	2791	2518.91	0	0
AT5G11430.3	3322	3049.91	12.6426	0.769141
AT5G11430.5	2373	2100.91	6.63829	0.586279
AT5G11430.1	3147	2874.91	77.7191	5.01601
AT1G20530.1	2269	1996.91	2	0.185835
AT4G23170.1	1824	1551.91	1	0.119561
AT1G44780.2	1644	1371.91	12.0526	1.63008
AT1G44780.1	1647	1374.91	23.9474	3.23177
AT1G60880.1	606	334.35	1	0.55495
AT1G06160.1	1086	813.908	51	11.6265
AT3G07260.1	1204	931.908	7.04978	1.40365
AT1G21090.1	1404	1131.91	121	19.8349
AT1G21090.2	1416	1143.91	0	0
AT1G76730.1	1500	1227.91	20	3.02217
AT1G03970.1	1190	917.908	206	41.6412
AT5G19160.1	2182	1909.91	29	2.81735
AT5G19160.2	2242	1969.91	0	0
AT3G49744.1	174	29.2914	0	0
AT5G28820.1	519	249.224	0	0
AT4G12530.1	730	457.923	3	1.21558
AT4G20050.1	1924	1651.91	0	0
AT4G20050.5	1742	1469.91	0	0
AT4G20050.3	1800	1527.91	0	0
AT4G20050.2	1873	1600.91	16	1.85442
AT4G20050.6	1732	1459.91	0	0
AT4G20050.7	1707	1434.91	0	0
AT4G20050.4	1981	1708.91	0	0
AT5G53810.1	1574	1301.91	8	1.14016
AT2G28690.1	1117	844.908	35	7.68623
AT5G01530.1	1396	1123.91	337	55.6358
AT3G62800.3	1283	1010.91	2.19399	0.402697
AT3G62800.1	1368	1095.91	65.3161	11.0586
AT3G62800.2	1297	1024.91	46.4899	8.41645
ATCG00900.1	468	201.26	70.5	64.9959
AT3G11385.1	2459	2186.91	18	1.5272
AT5G07010.1	1779	1506.91	170	20.9323
AT3G63040.1	654	382.017	0	0
AT2G26570.2	2921	2648.91	0	0
AT2G26570.1	2941	2668.91	537	37.3332
AT3G05560.2	756	483.908	3.1955	1.22527
AT3G05560.3	841	568.908	6.72531	2.19344
AT3G05560.1	840	567.908	750.079	245.067
