target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2222.45	0	0
AT1G18320.1	699	412.501	5.24856	2.53146
AT5G11100.1	1709	1422.45	85	11.8888
AT4G35335.1	1280	993.447	76	15.2204
AT1G60930.1	3876	3589.45	24	1.33027
AT1G17000.1	2351	2064.45	0	0
AT3G55270.1	3130	2843.45	562	39.323
AT4G16150.1	3181	2894.45	689	47.3597
AT3G18150.1	1370	1083.45	0	0
AT3G52310.1	2443	2156.45	0	0
AT3G08943.1	3165	2878.45	242.427	16.7563
AT4G15950.1	814	527.464	23	8.67542
AT5G60900.1	2873	2586.45	5	0.384611
AT5G18710.1	1919	1632.45	2	0.243751
AT1G64460.1	2240	1953.45	221	22.5085
AT2G31100.1	1247	960.447	0	0
AT1G60260.1	1634	1347.45	4	0.590615
AT2G06210.1	3579	3292.45	226	13.6567
AT3G57180.1	2232	1945.45	9	0.920405
ATMG01320.1	922	635.464	7	2.19161
AT4G15130.1	1234	947.447	107	22.4691
AT5G39100.1	808	521.464	2	0.763064
AT4G16110.1	2666	2379.45	260	21.7397
AT5G26800.1	637	350.794	72	40.8353
AT4G16360.1	1685	1398.45	201	28.596
ATMG00060.1	542	257.739	11	8.49119
AT1G76820.1	3857	3570.45	18.7897	1.04701
AT3G05780.1	2775	2488.45	0	0
AT1G24405.1	718	431.477	13	5.99434
AT2G27490.4	843	556.464	53.0231	18.9576
AT2G27490.1	1367	1080.45	12.0057	2.21076
AT2G27490.3	1201	914.447	0	0
AT2G27490.2	1381	1094.45	40.9711	7.44799
AT3G13276.1	269	54.9098	16	57.973
AT1G71740.1	393	126.281	367	578.208
AT1G52920.1	1351	1064.45	1	0.18691
AT2G17370.1	2273	1986.45	181	18.1283
AT4G13615.1	813	526.464	720	272.094
AT3G46680.1	1350	1063.45	4	0.748342
AT1G70830.3	996	709.447	0	0
AT1G70830.2	1329	1042.45	0	0
AT1G70830.5	787	500.464	0	0
AT1G70830.4	1393	1106.45	0	0
AT1G70830.1	1331	1044.45	0	0
AT2G34090.3	1458	1171.45	3.86048	0.655654
AT2G34090.2	1616	1329.45	0	0
AT2G34090.1	1700	1413.45	18.1395	2.5533
AT2G34090.4	1521	1234.45	0	0
AT2G34090.5	1425	1138.45	0	0
AT1G65541.1	340	89.3698	0	0
AT2G01050.1	1548	1261.45	0	0
AT2G07751.1	357	100.246	20	39.6935
AT4G20565.1	789	502.464	0	0
AT1G61566.1	551	266.426	0	0
AT4G29530.2	1148	861.447	4.78348	1.10477
AT4G29530.1	1144	857.447	29.2165	6.77918
AT5G09225.1	780	493.464	96	38.7054
AT1G21100.1	1545	1258.45	1938.71	306.503
AT1G73150.1	2150	1863.45	30.7223	3.28014
AT1G73150.2	1956	1669.45	15.2777	1.82072
AT3G51750.3	654	367.717	0	0
