target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2310	0	0
AT1G18320.1	699	500	15.3486	2.28619
AT5G11100.1	1709	1510	250	12.3304
AT4G35335.1	1280	1081	270	18.6016
AT1G60930.1	3876	3677	78	1.57984
AT1G17000.1	2351	2152	0	0
AT3G55270.1	3130	2931	1425	36.2086
AT4G16150.1	3181	2982	2825	70.5544
AT3G18150.1	1370	1171	0	0
AT3G52310.1	2443	2244	0	0
AT3G08943.1	3165	2966	1065.47	26.7538
AT4G15950.1	814	615	45	5.44942
AT5G60900.1	2873	2674	29	0.807699
AT5G18710.1	1919	1720	6	0.259798
AT1G64460.1	2240	2041	1002	36.5627
AT2G31100.1	1247	1048	0	0
AT1G60260.1	1634	1435	9	0.467093
AT2G06210.1	3579	3380	974	21.4613
AT3G57180.1	2232	2033	49	1.79503
ATMG01320.1	922	723	4.53096	0.46673
AT4G15130.1	1234	1035	310	22.3067
AT5G39100.1	808	609	5	0.611457
AT4G16110.1	2666	2467	967	29.1924
AT5G26800.1	637	438	153	26.0154
AT4G16360.1	1685	1486	1016	50.9199
ATMG00060.1	542	343	14	3.03981
AT1G76820.1	3857	3658	34.3559	0.699472
AT3G05780.1	2775	2576	3	0.0867338
AT1G24405.1	718	519	19	2.72646
AT2G27490.4	843	644	175.695	20.3183
AT2G27490.1	1367	1168	1.59155e-08	1.01482e-09
AT2G27490.3	1201	1002	0	0
AT2G27490.2	1381	1182	70.3048	4.42977
AT3G13276.1	269	70.019	2	2.12729
AT1G71740.1	393	194	261	100.196
AT1G52920.1	1351	1152	4	0.258595
AT2G17370.1	2273	2074	699	25.1004
AT4G13615.1	813	614	1428	173.21
AT3G46680.1	1350	1151	21	1.3588
AT1G70830.3	996	797	0	0
AT1G70830.2	1329	1130	6.44692	0.4249
AT1G70830.5	787	588	0	0
AT1G70830.4	1393	1194	0	0
AT1G70830.1	1331	1132	265.58	17.4728
AT2G34090.3	1458	1259	0	0
AT2G34090.2	1616	1417	6.04036	0.317472
AT2G34090.1	1700	1501	65.9596	3.27273
AT2G34090.4	1521	1322	0	0
AT2G34090.5	1425	1226	0	0
AT1G65541.1	340	141	0	0
AT2G01050.1	1548	1349	0	0
AT2G07751.1	357	158	24	11.3127
AT4G20565.1	789	590	0	0
AT1G61566.1	551	352	0	0
AT4G29530.2	1148	949	0	0
AT4G29530.1	1144	945	85	6.69885
AT5G09225.1	780	581	107	13.7158
AT1G21100.1	1545	1346	1026.05	56.7724
AT1G73150.1	2150	1951	78.7227	3.00508
AT1G73150.2	1956	1757	65.2773	2.76696
AT3G51750.3	654	455	2.41054	0.394562
AT3G51750.1	563	364	15.153	3.10034
AT3G51750.2	560	361	3.4365	0.708961
AT1G07010.1	1622	1423	22	1.15141
AT1G07010.2	1556	1357	0	0
AT1G07010.3	1542	1343	0	0
AT1G32080.1	2009	1810	3	0.12344
AT1G16710.5	6346	6147	259.986	3.14993
AT1G16710.7	5822	5623	792.636	10.4983
AT1G16710.1	6018	5819	339.253	4.34198
AT1G16710.4	6502	6303	0	0
AT1G16710.8	6455	6256	34.2596	0.407848
AT1G16710.10	6023	5824	0	0
AT1G16710.6	6107	5908	0.0333725	0.000420689
AT1G16710.3	6619	6420	0	0
AT1G16710.9	6549	6350	61.8317	0.725188
AT1G16710.2	5783	5584	0	0
AT1G07590.1	2407	2208	64591.9	2178.67
AT5G49170.1	1172	973	8	0.612337
AT2G40240.1	1614	1415	33	1.73688
AT4G30380.2	537	338	0	0
AT4G30380.1	486	287	0	0
AT2G20619.1	201	17.0167	0	0
AT3G05830.2	1420	1221	7.34339	0.447913
AT3G05830.1	1358	1159	189.577	12.1819
AT3G05830.3	1524	1325	0.0792896	0.0044567
AT5G11430.6	3634	3435	72.601	1.57409
AT5G11430.2	2601	2402	0	0
AT5G11430.4	2791	2592	0	0
AT5G11430.3	3322	3123	14.9405	0.356292
AT5G11430.5	2373	2174	53.537	1.83403
AT5G11430.1	3147	2948	314.922	7.95587
AT1G20530.1	2269	2070	13	0.46772
AT4G23170.1	1824	1625	18	0.824959
AT1G44780.2	1644	1445	95.5541	4.92487
AT1G44780.1	1647	1448	131.446	6.7607
AT1G60880.1	606	407	0	0
AT1G06160.1	1086	887	230	19.3116
AT3G07260.1	1204	1005	17.7864	1.31806
AT1G21090.1	1404	1205	128	7.91108
AT1G21090.2	1416	1217	0	0
AT1G76730.1	1500	1301	19	1.08765
AT1G03970.1	1190	991	412	30.9625
AT5G19160.1	2182	1983	51.8659	1.94793
AT5G19160.2	2242	2043	8.13406	0.296519
AT3G49744.1	174	9.99669	0	0
AT5G28820.1	519	320	0	0
AT4G12530.1	730	531	10	1.40255
AT4G20050.1	1924	1725	15.8986	0.68641
AT4G20050.5	1742	1543	0	0
AT4G20050.3	1800	1601	0	0
AT4G20050.2	1873	1674	9.03815	0.402103
AT4G20050.6	1732	1533	61.3202	2.97903
AT4G20050.7	1707	1508	82.743	4.08642
AT4G20050.4	1981	1782	0	0
AT5G53810.1	1574	1375	18	0.974951
AT2G28690.1	1117	918	195	15.8199
AT5G01530.1	1396	1197	192	11.9459
AT3G62800.3	1283	1084	0	0
AT3G62800.1	1368	1169	98.7887	6.2937
AT3G62800.2	1297	1098	107.211	7.27195
ATCG00900.1	468	269	233.5	64.6469
AT3G11385.1	2459	2260	50	1.64769
AT5G07010.1	1779	1580	321	15.1308
AT3G63040.1	654	455	0	0
AT2G26570.2	2921	2722	2009.04	54.9685
AT2G26570.1	2941	2742	603.958	16.4041
AT3G05560.2	756	557	2088.31	279.224
AT3G05560.3	841	642	25.3136	2.93652
AT3G05560.1	840	641	64.3759	7.4796
AT5G12080.3	2694	2495	528	15.7607
AT5G12080.2	2805	2606	0	0
AT5G12080.1	2754	2555	0	0
AT1G50870.1	1191	992	0	0
AT2G20610.2	1748	1549	142.443	6.84864
AT2G20610.1	1794	1595	1522.56	71.0928
AT5G02940.2	2792	2593	4.70081e-07	1.35015e-08
AT5G02940.1	2920	2721	17	0.4653
AT1G68430.1	945	746	13	1.29783
AT1G66550.2	856	657	0	0
AT1G66550.1	765	566	0	0
AT1G09380.1	1641	1442	18	0.929652
AT3G48840.1	757	558	14.8115	1.97687
AT3G48840.2	667	468	0	0
AT5G61800.1	1629	1430	12	0.624969
AT5G01445.1	589	390	7	1.33674
AT4G35500.1	1975	1776	115.941	4.8619
AT4G35500.2	1638	1439	430.059	22.2577
AT1G80310.1	1937	1738	1368	58.6205
AT2G39400.2	1307	1108	58.9842	3.96469
AT2G39400.1	1394	1195	434.016	27.049
AT4G04990.1	1217	1018	451	32.9945
AT3G60530.1	1465	1266	268	15.7657
AT2G46180.1	2540	2341	628	19.9789
AT2G22270.1	1398	1199	16.058	0.997439
AT2G22270.2	1174	975	217.942	16.6475
AT2G43660.1	471	272	1	0.273807
AT2G43660.2	597	398	0	0
AT1G03910.2	2466	2267	0	0
AT1G03910.1	2565	2366	1469	46.2402
AT1G77590.1	2692	2493	1828.76	54.6321
AT1G77590.2	2669	2470	82.2388	2.47967
AT1G79020.1	2134	1935	353	13.5865
AT5G24420.1	1321	1122	0	0
AT5G39490.1	1701	1502	47.1024	2.33553
AT3G26922.2	1894	1695	0	0
AT3G26922.1	1793	1594	0	0
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	34	1.75479
AT3G26922.3	1711	1512	0	0
AT3G50450.1	926	727	9	0.921979
AT3G17160.1	882	683	554	60.4091
AT1G34315.1	819	620	206	24.7451
AT5G08580.2	1818	1619	27.489	1.26452
AT5G08580.1	1736	1537	325.511	15.7727
AT2G28360.1	3032	2833	1111	29.2066
AT4G25000.1	1606	1407	7	0.370525
AT5G27410.4	1734	1535	268.38	13.0213
AT5G27410.1	2156	1957	218.79	8.32624
AT5G27410.3	2229	2030	38.8308	1.4246
AT5G27410.2	3153	2954	0	0
AT5G65200.1	1982	1783	321	13.4081
AT5G23535.1	1015	816	39.6973	3.62313
AT5G23535.2	830	631	399.303	47.1287
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	0	0
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0	0
AT1G05230.2	2983	2784	13.8191	0.369679
AT1G05230.11	2424	2225	0	0
AT1G05230.3	2678	2479	97.5182	2.92969
AT1G05230.7	3526	3327	0	0
AT1G05230.10	2557	2358	5.20946	0.164536
AT1G05230.9	3140	2941	5.45317	0.138092
AT1G05230.4	2974	2775	0	0
AT1G05230.8	3231	3032	1.14312e-08	2.80787e-10
AT1G79830.1	3669	3470	1.64152e-08	3.52314e-10
AT1G79830.3	3588	3389	1053.67	23.1551
AT1G79830.2	3278	3079	3178.1	76.8724
AT1G79830.4	3547	3348	33.4534	0.744162
AT1G79830.5	3718	3519	62.7764	1.32859
AT5G09480.1	840	641	2683	311.728
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	296	15.2138
AT5G55820.7	5630	5431	1.94183	0.0266283
AT5G55820.5	5831	5632	22.7881	0.301341
AT5G55820.8	5630	5431	0	0
AT5G55820.10	5271	5072	0	0
AT5G55820.4	5292	5093	0	0
AT5G55820.9	5896	5697	216.176	2.82602
AT5G55820.2	5622	5423	2.88583e-07	3.96319e-09
AT5G55820.11	5449	5250	0	0
AT5G55820.3	5610	5411	199.094	2.74027
AT5G55820.6	5642	5443	0	0
AT5G55820.1	5481	5282	0	0
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	217	8.19532
AT4G35910.1	2164	1965	206	7.8076
AT3G56220.2	541	342	2.88594	0.628456
AT3G56220.1	905	706	41.1141	4.33709
AT2G19970.1	926	727	440	45.0745
AT5G54520.1	1864	1665	74	3.31002
AT2G04032.1	1403	1204	0	0
AT5G03455.1	704	505	243	35.8367
AT5G03455.2	1006	807	0	0
AT1G48140.2	563	364	0	0
AT1G48140.1	743	544	147	20.1248
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	4	1.07159
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	473	31.9663
AT2G41010.1	1250	1051	118	8.36166
