target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2217.36	0	0
AT1G18320.1	699	407.612	2	0.804591
AT5G11100.1	1709	1417.36	22	2.54527
AT4G35335.1	1280	988.359	71	11.7797
AT1G60930.1	3876	3584.36	19	0.869228
AT1G17000.1	2351	2059.36	0	0
AT3G55270.1	3130	2838.36	735	42.4631
AT4G16150.1	3181	2889.36	1231	69.8631
AT3G18150.1	1370	1078.36	0	0
AT3G52310.1	2443	2151.36	0	0
AT3G08943.1	3165	2873.36	234.547	13.3854
AT4G15950.1	814	522.421	30	9.41656
AT5G60900.1	2873	2581.36	9	0.571723
AT5G18710.1	1919	1627.36	0	0
AT1G64460.1	2240	1948.36	494	41.5767
AT2G31100.1	1247	955.359	0	0
AT1G60260.1	1634	1342.36	1	0.122158
AT2G06210.1	3579	3287.36	273	13.6178
AT3G57180.1	2232	1940.36	5	0.422551
ATMG01320.1	922	630.359	3.63779	0.946327
AT4G15130.1	1234	942.359	65	11.3107
AT5G39100.1	808	516.421	0	0
AT4G16110.1	2666	2374.36	321	22.1692
AT5G26800.1	637	346.002	73	34.5968
AT4G16360.1	1685	1393.36	259	30.4809
ATMG00060.1	542	253.264	10	6.47469
AT1G76820.1	3857	3565.36	31.9521	1.46956
AT3G05780.1	2775	2483.36	2	0.132063
AT1G24405.1	718	426.596	5	1.92196
AT2G27490.4	843	551.381	74.1167	22.0422
AT2G27490.1	1367	1075.36	16.9828	2.58968
AT2G27490.3	1201	909.359	0	0
AT2G27490.2	1381	1089.36	71.9006	10.8231
AT3G13276.1	269	54.5676	6	18.0305
AT1G71740.1	393	123.146	234	311.592
AT1G52920.1	1351	1059.36	1	0.154792
AT2G17370.1	2273	1981.36	221	18.2903
AT4G13615.1	813	521.421	695	218.569
AT3G46680.1	1350	1058.36	9	1.39444
AT1G70830.3	996	704.359	0	0
AT1G70830.2	1329	1037.36	0	0
AT1G70830.5	787	495.421	0	0
AT1G70830.4	1393	1101.36	0	0
AT1G70830.1	1331	1039.36	8.00265	1.26258
AT2G34090.3	1458	1166.36	1.32041	0.185638
AT2G34090.2	1616	1324.36	0	0
AT2G34090.1	1700	1408.36	5.81967	0.677604
AT2G34090.4	1521	1229.36	4.85993	0.64825
AT2G34090.5	1425	1133.36	0	0
AT1G65541.1	340	87.536	0	0
AT2G01050.1	1548	1256.36	0	0
AT2G07751.1	357	98.0385	16	26.7618
AT4G20565.1	789	497.421	0	0
AT1G61566.1	551	261.858	0	0
AT4G29530.2	1148	856.359	0	0
AT4G29530.1	1144	852.359	74	14.2364
AT5G09225.1	780	488.44	211	70.8375
AT1G21100.1	1545	1253.36	2171.5	284.103
AT1G73150.1	2150	1858.36	61.9664	5.46787
AT1G73150.2	1956	1664.36	10.0336	0.988561
AT3G51750.3	654	362.8	0	0
AT3G51750.1	563	273.378	2	1.19966
AT3G51750.2	560	270.43	0	0
AT1G07010.1	1622	1330.36	0	0
AT1G07010.2	1556	1264.36	1	0.129694
AT1G07010.3	1542	1250.36	0	0
AT1G32080.1	2009	1717.36	3	0.286452
AT1G16710.5	6346	6054.36	0	0
AT1G16710.7	5822	5530.36	273.073	8.09688
AT1G16710.1	6018	5726.36	33.3733	0.955681
AT1G16710.4	6502	6210.36	0.000100497	2.65356e-06
AT1G16710.8	6455	6163.36	0.000717329	1.9085e-05
AT1G16710.10	6023	5731.36	0	0
AT1G16710.6	6107	5815.36	0	0
AT1G16710.3	6619	6327.36	39.315	1.01889
AT1G16710.9	6549	6257.36	62.2376	1.631
AT1G16710.2	5783	5491.36	0	0
