target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2310	0	0
AT1G18320.1	699	500	12.6497	2.08991
AT5G11100.1	1709	1510	438	23.9616
AT4G35335.1	1280	1081	354	27.0518
AT1G60930.1	3876	3677	112	2.51619
AT1G17000.1	2351	2152	0	0
AT3G55270.1	3130	2931	1418	39.965
AT4G16150.1	3181	2982	2033	56.3182
AT3G18150.1	1370	1171	0	0
AT3G52310.1	2443	2244	5	0.184063
AT3G08943.1	3165	2966	1253.58	34.9139
AT4G15950.1	814	615	69	9.26815
AT5G60900.1	2873	2674	13	0.401607
AT5G18710.1	1919	1720	9	0.432248
AT1G64460.1	2240	2041	628	25.4177
AT2G31100.1	1247	1048	3	0.236472
AT1G60260.1	1634	1435	13	0.74836
AT2G06210.1	3579	3380	995	24.3179
AT3G57180.1	2232	2033	39	1.5847
ATMG01320.1	922	723	16	1.8281
AT4G15130.1	1234	1035	228	18.1976
AT5G39100.1	808	609	24	3.25547
AT4G16110.1	2666	2467	998	33.418
AT5G26800.1	637	438	176	33.1939
AT4G16360.1	1685	1486	1163	64.6517
ATMG00060.1	542	343	7	1.68587
AT1G76820.1	3857	3658	70.6922	1.59642
AT3G05780.1	2775	2576	5	0.160341
AT1G24405.1	718	519	15	2.3875
AT2G27490.4	843	644	209.193	26.8336
AT2G27490.1	1367	1168	21.2978	1.5063
AT2G27490.3	1201	1002	0	0
AT2G27490.2	1381	1182	51.5097	3.5999
AT3G13276.1	269	70.019	4	4.71914
AT1G71740.1	393	194	213	90.6979
AT1G52920.1	1351	1152	9	0.645371
AT2G17370.1	2273	2074	673	26.8056
AT4G13615.1	813	614	1050	141.267
AT3G46680.1	1350	1151	44	3.15789
AT1G70830.3	996	797	0	0
AT1G70830.2	1329	1130	0	0
AT1G70830.5	787	588	0	0
AT1G70830.4	1393	1194	0	0
AT1G70830.1	1331	1132	393.097	28.6862
AT2G34090.3	1458	1259	0	0
AT2G34090.2	1616	1417	0	0
AT2G34090.1	1700	1501	81.9135	4.50811
AT2G34090.4	1521	1322	0	0
AT2G34090.5	1425	1226	6.0865	0.410106
AT1G65541.1	340	141	0	0
AT2G01050.1	1548	1349	0	0
AT2G07751.1	357	158	13	6.79682
AT4G20565.1	789	590	0	0
AT1G61566.1	551	352	0	0
AT4G29530.2	1148	949	21.7554	1.89374
AT4G29530.1	1144	945	37.2446	3.25575
AT5G09225.1	780	581	110	15.64
AT1G21100.1	1545	1346	648.561	39.8038
AT1G73150.1	2150	1951	141.999	6.0124
AT1G73150.2	1956	1757	0.000933583	4.38935e-05
AT3G51750.3	654	455	0	0
AT3G51750.1	563	364	54.6945	12.4126
AT3G51750.2	560	361	1.30553	0.298743
AT1G07010.1	1622	1423	21.5606	1.25163
AT1G07010.2	1556	1357	34.4394	2.0965
AT1G07010.3	1542	1343	0	0
AT1G32080.1	2009	1810	5	0.228197
AT1G16710.5	6346	6147	219.345	2.9477
AT1G16710.7	5822	5623	838.919	12.3245
AT1G16710.1	6018	5819	346.87	4.92423
AT1G16710.4	6502	6303	0	0
AT1G16710.8	6455	6256	0	0
AT1G16710.10	6023	5824	0	0
AT1G16710.6	6107	5908	1.63759	0.0228972
AT1G16710.3	6619	6420	0	0
AT1G16710.9	6549	6350	45.2286	0.588381
AT1G16710.2	5783	5584	0	0
AT1G07590.1	2407	2208	41521.4	1553.43
AT5G49170.1	1172	973	5	0.424499
AT2G40240.1	1614	1415	43	2.51033
AT4G30380.2	537	338	1	0.244401
AT4G30380.1	486	287	0	0
AT2G20619.1	201	17.0167	0	0
AT3G05830.2	1420	1221	10.3944	0.70324
AT3G05830.1	1358	1159	175.606	12.5162
AT3G05830.3	1524	1325	0	0
AT5G11430.6	3634	3435	49.4167	1.18841
AT5G11430.2	2601	2402	3.73908	0.128591
AT5G11430.4	2791	2592	0	0
AT5G11430.3	3322	3123	33.4857	0.885741
AT5G11430.5	2373	2174	58.6185	2.22738
AT5G11430.1	3147	2948	255.74	7.16623
AT1G20530.1	2269	2070	9	0.359163
AT4G23170.1	1824	1625	9	0.457518
AT1G44780.2	1644	1445	66.4748	3.80022
AT1G44780.1	1647	1448	108.525	6.19129
AT1G60880.1	606	407	0	0
AT1G06160.1	1086	887	118	10.9895
AT3G07260.1	1204	1005	5.59939	0.46025
AT1G21090.1	1404	1205	134	9.18622
AT1G21090.2	1416	1217	0	0
AT1G76730.1	1500	1301	28	1.77787
AT1G03970.1	1190	991	453	37.761
AT5G19160.1	2182	1983	67	2.79107
AT5G19160.2	2242	2043	0	0
AT3G49744.1	174	9.99669	0	0
AT5G28820.1	519	320	0	0
AT4G12530.1	730	531	7	1.08899
AT4G20050.1	1924	1725	0	0
AT4G20050.5	1742	1543	0	0
AT4G20050.3	1800	1601	0.514546	0.0265492
AT4G20050.2	1873	1674	1.75988e-07	8.68454e-09
AT4G20050.6	1732	1533	1.61184e-08	8.68557e-10
AT4G20050.7	1707	1508	35.8629	1.96455
AT4G20050.4	1981	1782	19.6225	0.909633
AT5G53810.1	1574	1375	18	1.08141
AT2G28690.1	1117	918	158	14.2178
AT5G01530.1	1396	1197	199	13.7334
AT3G62800.3	1283	1084	5.13908	0.391629
AT3G62800.1	1368	1169	27.3875	1.93534
AT3G62800.2	1297	1098	189.473	14.2549
ATCG00900.1	468	269	211	64.7962
AT3G11385.1	2459	2260	25	0.913799
AT5G07010.1	1779	1580	474	24.7822
AT3G63040.1	654	455	2	0.36311
AT2G26570.2	2921	2722	1671.7	50.7328
AT2G26570.1	2941	2742	137.302	4.13645
AT3G05560.2	756	557	2212.36	328.111
AT3G05560.3	841	642	17.2217	2.21595
AT3G05560.1	840	641	53.4167	6.88396
AT5G12080.3	2694	2495	790	26.1563
AT5G12080.2	2805	2606	0	0
AT5G12080.1	2754	2555	0	0
AT1G50870.1	1191	992	0	0
AT2G20610.2	1748	1549	125.764	6.70695
AT2G20610.1	1794	1595	2329.24	120.635
AT5G02940.2	2792	2593	0	0
AT5G02940.1	2920	2721	17	0.516107
AT1G68430.1	945	746	26	2.87908
AT1G66550.2	856	657	0	0
AT1G66550.1	765	566	0	0
AT1G09380.1	1641	1442	37	2.11961
AT3G48840.1	757	558	8	1.18434
AT3G48840.2	667	468	0	0
AT5G61800.1	1629	1430	19	1.09758
AT5G01445.1	589	390	7	1.4827
AT4G35500.1	1975	1776	68.5104	3.18664
AT4G35500.2	1638	1439	245.49	14.0926
AT1G80310.1	1937	1738	919	43.6802
AT2G39400.2	1307	1108	31.9907	2.38509
AT2G39400.1	1394	1195	304.009	21.0154
AT4G04990.1	1217	1018	215	17.4466
AT3G60530.1	1465	1266	266	17.3567
AT2G46180.1	2540	2341	660	23.2896
AT2G22270.1	1398	1199	26.7634	1.84392
AT2G22270.2	1174	975	234.237	19.8458
AT2G43660.1	471	272	0	0
AT2G43660.2	597	398	8	1.66045
AT1G03910.2	2466	2267	29.3769	1.07047
AT1G03910.1	2565	2366	1503.62	52.4981
AT1G77590.1	2692	2493	1898.32	62.9024
AT1G77590.2	2669	2470	61.6751	2.06268
AT1G79020.1	2134	1935	300	12.8074
AT5G24420.1	1321	1122	0	0
AT5G39490.1	1701	1502	11.668	0.641718
AT3G26922.2	1894	1695	0	0
AT3G26922.1	1793	1594	0	0
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	44	2.51887
AT3G26922.3	1711	1512	0	0
AT3G50450.1	926	727	0	0
AT3G17160.1	882	683	587	70.9965
AT1G34315.1	819	620	153	20.3854
AT5G08580.2	1818	1619	43.2452	2.20653
AT5G08580.1	1736	1537	298.755	16.0569
AT2G28360.1	3032	2833	827	24.1145
AT4G25000.1	1606	1407	8	0.469694
AT5G27410.4	1734	1535	391.935	21.0923
AT5G27410.1	2156	1957	214.245	9.04356
AT5G27410.3	2229	2030	80.8199	3.28883
AT5G27410.2	3153	2954	0	0
AT5G65200.1	1982	1783	227	10.517
AT5G23535.1	1015	816	30.8757	3.12569
AT5G23535.2	830	631	548.124	71.7578
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	0	0
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0	0
AT1G05230.2	2983	2784	24.4489	0.725454
AT1G05230.11	2424	2225	0	0
AT1G05230.3	2678	2479	86.3685	2.87805
AT1G05230.7	3526	3327	0	0
AT1G05230.10	2557	2358	0	0
AT1G05230.9	3140	2941	0	0
AT1G05230.4	2974	2775	0	0
AT1G05230.8	3231	3032	6.18256	0.168445
AT1G79830.1	3669	3470	1.73236e-08	4.12409e-10
AT1G79830.3	3588	3389	833.188	20.3091
AT1G79830.2	3278	3079	2976.84	79.8666
AT1G79830.4	3547	3348	101.205	2.49711
AT1G79830.5	3718	3519	78.7652	1.84899
AT5G09480.1	840	641	1787	230.296
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	211	12.0291
AT5G55820.7	5630	5431	43.9311	0.668208
AT5G55820.5	5831	5632	21.9501	0.321954
AT5G55820.8	5630	5431	0	0
AT5G55820.10	5271	5072	0	0
AT5G55820.4	5292	5093	0	0
AT5G55820.9	5896	5697	276.475	4.00893
AT5G55820.2	5622	5423	1.141e-05	1.73807e-07
AT5G55820.11	5449	5250	0	0
AT5G55820.3	5610	5411	120.644	1.84182
AT5G55820.6	5642	5443	4.37313e-06	6.63702e-08
AT5G55820.1	5481	5282	0	0
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	274	11.4779
AT4G35910.1	2164	1965	206	8.66012
AT3G56220.2	541	342	0	0
AT3G56220.1	905	706	21	2.45716
AT2G19970.1	926	727	813	92.3795
AT5G54520.1	1864	1665	91	4.51488
AT2G04032.1	1403	1204	0	0
AT5G03455.1	704	505	234.12	38.2972
AT5G03455.2	1006	807	1.87996	0.19244
AT1G48140.2	563	364	0	0
AT1G48140.1	743	544	121	18.3741
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	5	1.48575
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	483	36.2064
AT2G41010.1	1250	1051	87	6.83811
AT5G07170.2	1274	1075	0	0
AT5G07170.1	1612	1413	0	0
AT5G32670.1	700	501	0	0
AT1G60250.1	756	557	0	0
AT4G09012.1	1175	976	12	1.01567
AT3G26355.1	64	3.36374	0	0
AT5G02710.1	1195	996	22.5174	1.86758
AT5G02710.2	1778	1579	3.67209	0.19211
AT5G02710.3	1348	1149	0.810469	0.0582687
AT4G10110.1	836	637	250	32.4205
AT5G13900.1	754	555	606	90.1984
AT5G16380.1	1108	909	124	11.2688
AT5G40630.1	937	738	101	11.3054
AT1G55670.1	780	581	70	9.95271
AT5G66940.1	897	698	1	0.118349
AT3G06520.1	1598	1399	18	1.06286
AT3G06520.2	1668	1469	0	0
AT3G52870.1	1811	1612	1317	67.4901
AT3G02900.2	759	560	209	30.8303
AT3G02900.1	852	653	0	0
AT1G31520.1	399	200	0	0
AT5G57660.1	1564	1365	1707	103.305
AT3G09110.1	1666	1467	0	0
AT4G23690.1	1139	940	1839	161.612
AT1G05035.1	363	164	0	0
AT5G45700.1	1180	981	59	4.96824
AT5G40410.1	1981	1782	8	0.370853
AT3G06580.1	2012	1813	1657	75.4995
AT3G14920.1	2536	2337	1344	47.5072
AT1G77610.1	1617	1418	1031	60.0623
AT1G19170.1	1827	1628	296	15.0195
AT2G20740.1	1179	980	224.918	18.9591
AT2G20740.2	935	736	123.291	13.838
AT2G20740.3	815	616	19.7913	2.65407
