target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2212.4	0	0
AT1G18320.1	699	402.522	6	3.46716
AT5G11100.1	1709	1412.4	61	10.0458
AT4G35335.1	1280	983.401	70	16.5569
AT1G60930.1	3876	3579.4	31	2.01448
AT1G17000.1	2351	2054.4	0	0
AT3G55270.1	3130	2833.4	568	46.6286
AT4G16150.1	3181	2884.4	532	42.9011
AT3G18150.1	1370	1073.4	0	0
AT3G52310.1	2443	2146.4	2	0.216736
AT3G08943.1	3165	2868.4	251.351	20.3823
AT4G15950.1	814	517.401	30	13.4867
AT5G60900.1	2873	2576.4	4	0.361126
AT5G18710.1	1919	1622.4	1	0.143369
AT1G64460.1	2240	1943.4	176	21.065
AT2G31100.1	1247	950.401	0	0
AT1G60260.1	1634	1337.4	3	0.521761
AT2G06210.1	3579	3282.4	215	15.2356
AT3G57180.1	2232	1935.4	6	0.721095
ATMG01320.1	922	625.401	2.26131	0.841035
AT4G15130.1	1234	937.401	64	15.8806
AT5G39100.1	808	511.401	3	1.36449
AT4G16110.1	2666	2369.4	227	22.2843
AT5G26800.1	637	340.913	99	67.5467
AT4G16360.1	1685	1388.4	190	31.831
ATMG00060.1	542	248.29	5	4.68405
AT1G76820.1	3857	3560.4	24.851	1.62352
AT3G05780.1	2775	2478.4	1	0.0938513
AT1G24405.1	718	421.464	3	1.65567
AT2G27490.4	843	546.401	40.5007	17.241
AT2G27490.1	1367	1070.4	16.4171	3.56748
AT2G27490.3	1201	904.401	7.99947	2.05737
AT2G27490.2	1381	1084.4	50.0827	10.7426
AT3G13276.1	269	49.0335	3	14.2312
AT1G71740.1	393	118.357	128	251.552
AT1G52920.1	1351	1054.4	2	0.441201
AT2G17370.1	2273	1976.4	156	18.3595
AT4G13615.1	813	516.401	540	243.231
AT3G46680.1	1350	1053.4	9	1.98729
AT1G70830.3	996	699.401	0	0
AT1G70830.2	1329	1032.4	0	0
AT1G70830.5	787	490.401	0	0
AT1G70830.4	1393	1096.4	0	0
AT1G70830.1	1331	1034.4	0	0
AT2G34090.3	1458	1161.4	5.57029e-06	1.1156e-06
AT2G34090.2	1616	1319.4	0	0
AT2G34090.1	1700	1403.4	22	3.6463
AT2G34090.4	1521	1224.4	2.23145e-05	4.23912e-06
AT2G34090.5	1425	1128.4	0	0
AT1G65541.1	340	82.2133	0	0
AT2G01050.1	1548	1251.4	0	0
AT2G07751.1	357	92.9833	15	37.523
AT4G20565.1	789	492.401	0	0
AT1G61566.1	551	256.841	0	0
AT4G29530.2	1148	851.401	0	0
AT4G29530.1	1144	847.401	13	3.56834
AT5G09225.1	780	483.414	77	37.0496
AT1G21100.1	1545	1248.4	1151.7	214.584
AT1G73150.1	2150	1853.4	41.1492	5.16422
AT1G73150.2	1956	1659.4	7.85075	1.10045
AT3G51750.3	654	357.716	0	0
AT3G51750.1	563	268.35	1.98933	1.72431
AT3G51750.2	560	265.501	2.01067	1.76152
AT1G07010.1	1622	1325.4	6	1.05297
AT1G07010.2	1556	1259.4	0	0
AT1G07010.3	1542	1245.4	0	0
AT1G32080.1	2009	1712.4	0	0
AT1G16710.5	6346	6049.4	3.44442e-05	1.32439e-06
AT1G16710.7	5822	5525.4	128.801	5.4221
AT1G16710.1	6018	5721.4	0	0
AT1G16710.4	6502	6205.4	47.5095	1.78083
AT1G16710.8	6455	6158.4	1.61668e-05	6.10614e-07
AT1G16710.10	6023	5726.4	0	0
AT1G16710.6	6107	5810.4	45.5961	1.8253
AT1G16710.3	6619	6322.4	4.55224	0.167477
AT1G16710.9	6549	6252.4	26.5411	0.987381
AT1G16710.2	5783	5486.4	0	0
AT1G07590.1	2407	2110.4	28824	3176.88
AT5G49170.1	1172	875.401	0	0
AT2G40240.1	1614	1317.4	14	2.47185
AT4G30380.2	537	243.541	0	0
AT4G30380.1	486	196.047	0	0
AT2G20619.1	201	33.523	0	0
AT3G05830.2	1420	1123.4	0	0
AT3G05830.1	1358	1061.4	26.606	5.83059
AT3G05830.3	1524	1227.4	7.39398	1.40121
AT5G11430.6	3634	3337.4	4.39886e-07	3.0658e-08
AT5G11430.2	2601	2304.4	7.0387	0.710471
AT5G11430.4	2791	2494.4	0	0
AT5G11430.3	3322	3025.4	0	0
AT5G11430.5	2373	2076.4	0	0
AT5G11430.1	3147	2850.4	75.9613	6.19867
AT1G20530.1	2269	1972.4	1	0.117928
AT4G23170.1	1824	1527.4	3	0.456857
AT1G44780.2	1644	1347.4	6.52447	1.12632
AT1G44780.1	1647	1350.4	19.4755	3.35458
AT1G60880.1	606	310.322	0	0
AT1G06160.1	1086	789.401	23	6.77707
AT3G07260.1	1204	907.401	2	0.512676
AT1G21090.1	1404	1107.4	80	16.8034
AT1G21090.2	1416	1119.4	0	0
AT1G76730.1	1500	1203.4	9	1.73958
AT1G03970.1	1190	893.401	132	34.3668
AT5G19160.1	2182	1885.4	15.5322	1.9162
AT5G19160.2	2242	1945.4	2.46778	0.29506
AT3G49744.1	174	30.9569	0	0
AT5G28820.1	519	226.56	0	0
AT4G12530.1	730	433.452	0	0
AT4G20050.1	1924	1627.4	0	0
AT4G20050.5	1742	1445.4	0	0
AT4G20050.3	1800	1503.4	0	0
AT4G20050.2	1873	1576.4	4.67742	0.690162
AT4G20050.6	1732	1435.4	7.32258	1.1866
AT4G20050.7	1707	1410.4	0	0
AT4G20050.4	1981	1684.4	0	0
AT5G53810.1	1574	1277.4	7	1.27463
AT2G28690.1	1117	820.401	11	3.11874
AT5G01530.1	1396	1099.4	196	41.4679
AT3G62800.3	1283	986.401	4.04895	0.954775
AT3G62800.1	1368	1071.4	28.127	6.10637
AT3G62800.2	1297	1000.4	45.8241	10.6545
ATCG00900.1	468	179.76	51.5	66.6387
