target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2214.81	0	0
AT1G18320.1	699	404.906	6	2.47291
AT5G11100.1	1709	1414.81	122	14.3904
AT4G35335.1	1280	985.808	73	12.3578
AT1G60930.1	3876	3581.81	33	1.53753
AT1G17000.1	2351	2056.81	1	0.0811367
AT3G55270.1	3130	2835.81	736	43.3124
AT4G16150.1	3181	2886.81	901	52.0856
AT3G18150.1	1370	1075.81	0	0
AT3G52310.1	2443	2148.81	0	0
AT3G08943.1	3165	2870.81	284.86	16.5592
AT4G15950.1	814	519.808	24	7.70512
AT5G60900.1	2873	2578.81	7	0.452992
AT5G18710.1	1919	1624.81	4	0.410836
AT1G64460.1	2240	1945.81	297	25.4723
AT2G31100.1	1247	952.808	0	0
AT1G60260.1	1634	1339.81	1	0.124557
AT2G06210.1	3579	3284.81	303	15.3937
AT3G57180.1	2232	1937.81	14	1.20567
ATMG01320.1	922	627.808	18	4.78472
AT4G15130.1	1234	939.808	104	18.4674
AT5G39100.1	808	513.808	5	1.62398
AT4G16110.1	2666	2371.81	407	28.6369
AT5G26800.1	637	343.341	81	39.3705
AT4G16360.1	1685	1390.81	245	29.3975
ATMG00060.1	542	250.595	10	6.65947
AT1G76820.1	3857	3562.81	27.7413	1.29941
AT3G05780.1	2775	2480.81	0	0
AT1G24405.1	718	423.851	14	5.51221
AT2G27490.4	843	548.808	57.3759	17.447
AT2G27490.1	1367	1072.81	18.311	2.8484
AT2G27490.3	1201	906.808	0	0
AT2G27490.2	1381	1086.81	74.3131	11.411
AT3G13276.1	269	50.3425	18	59.669
AT1G71740.1	393	119.93	408	567.733
AT1G52920.1	1351	1056.81	4	0.631648
AT2G17370.1	2273	1978.81	220	18.5537
AT4G13615.1	813	518.808	771	248.004
AT3G46680.1	1350	1055.81	7	1.10643
AT1G70830.3	996	701.808	0	0
AT1G70830.2	1329	1034.81	0	0
AT1G70830.5	787	492.808	0	0
AT1G70830.4	1393	1098.81	0	0
AT1G70830.1	1331	1036.81	1.00024	0.160997
AT2G34090.3	1458	1163.81	0	0
AT2G34090.2	1616	1321.81	0	0
AT2G34090.1	1700	1405.81	26	3.08644
AT2G34090.4	1521	1226.81	0	0
AT2G34090.5	1425	1130.81	0	0
AT1G65541.1	340	83.9715	0	0
AT2G01050.1	1548	1253.81	0	0
AT2G07751.1	357	94.5957	20	35.2833
AT4G20565.1	789	494.808	0	0
AT1G61566.1	551	259.205	0	0
AT4G29530.2	1148	853.808	5.01313	0.979851
AT4G29530.1	1144	849.808	45.9869	9.03075
AT5G09225.1	780	485.808	104	35.7256
AT1G21100.1	1545	1250.81	2079	277.38
AT1G73150.1	2150	1855.81	51.4293	4.62475
AT1G73150.2	1956	1661.81	9.5707	0.961112
AT3G51750.3	654	360.167	0	0
AT3G51750.1	563	270.802	6	3.69752
AT3G51750.2	560	267.864	0	0
AT1G07010.1	1622	1327.81	4	0.502731
AT1G07010.2	1556	1261.81	0	0
AT1G07010.3	1542	1247.81	0	0
AT1G32080.1	2009	1714.81	0	0
AT1G16710.5	6346	6051.81	0	0
AT1G16710.7	5822	5527.81	179.619	5.42264
AT1G16710.1	6018	5723.81	54.9847	1.60313
