target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2310	0	0
AT1G18320.1	699	500	11.9005	1.66308
AT5G11100.1	1709	1510	182	8.42191
AT4G35335.1	1280	1081	350	22.6234
AT1G60930.1	3876	3677	89	1.69127
AT1G17000.1	2351	2152	0	0
AT3G55270.1	3130	2931	1358	32.3743
AT4G16150.1	3181	2982	2671	62.5868
AT3G18150.1	1370	1171	0	0
AT3G52310.1	2443	2244	3	0.0934146
AT3G08943.1	3165	2966	1443.47	34.0058
AT4G15950.1	814	615	102	11.5889
AT5G60900.1	2873	2674	22	0.57488
AT5G18710.1	1919	1720	6	0.243747
AT1G64460.1	2240	2041	1227	42.0066
AT2G31100.1	1247	1048	3	0.200021
AT1G60260.1	1634	1435	9	0.438235
AT2G06210.1	3579	3380	1249	25.8203
AT3G57180.1	2232	2033	64	2.19968
ATMG01320.1	922	723	3.9569	0.382413
AT4G15130.1	1234	1035	316	21.3335
AT5G39100.1	808	609	0	0
AT4G16110.1	2666	2467	1015	28.7484
AT5G26800.1	637	438	265	42.2754
AT4G16360.1	1685	1486	1032	48.5263
ATMG00060.1	542	343	13	2.64829
AT1G76820.1	3857	3658	56.4974	1.0792
AT3G05780.1	2775	2576	3	0.0813751
AT1G24405.1	718	519	15	2.01948
AT2G27490.4	843	644	173.372	18.8109
AT2G27490.1	1367	1168	6.69912	0.400767
AT2G27490.3	1201	1002	0	0
AT2G27490.2	1381	1182	43.9286	2.59685
AT3G13276.1	269	70.019	0	0
AT1G71740.1	393	194	207	74.5564
AT1G52920.1	1351	1152	3	0.181964
AT2G17370.1	2273	2074	599	20.1806
AT4G13615.1	813	614	1319	150.104
AT3G46680.1	1350	1151	16	0.971317
AT1G70830.3	996	797	1.4815	0.129885
AT1G70830.2	1329	1130	0	0
AT1G70830.5	787	588	0	0
AT1G70830.4	1393	1194	9.39098	0.54957
AT1G70830.1	1331	1132	380.192	23.4678
AT2G34090.3	1458	1259	0	0
AT2G34090.2	1616	1417	0	0
AT2G34090.1	1700	1501	110.908	5.16296
AT2G34090.4	1521	1322	7.09187	0.37484
AT2G34090.5	1425	1226	0	0
AT1G65541.1	340	141	0	0
AT2G01050.1	1548	1349	0	0
AT2G07751.1	357	158	17	7.5181
AT4G20565.1	789	590	0	0
AT1G61566.1	551	352	0	0
AT4G29530.2	1148	949	0	0
AT4G29530.1	1144	945	67	4.95404
AT5G09225.1	780	581	128	15.394
AT1G21100.1	1545	1346	2376.43	123.366
AT1G73150.1	2150	1951	170.964	6.12299
AT1G73150.2	1956	1757	16.0362	0.637742
AT3G51750.3	654	455	0	0
AT3G51750.1	563	364	5	0.959809
AT3G51750.2	560	361	0	0
AT1G07010.1	1622	1423	0	0
AT1G07010.2	1556	1357	9	0.463424
AT1G07010.3	1542	1343	0	0
AT1G32080.1	2009	1810	12	0.463254
AT1G16710.5	6346	6147	453.599	5.15614
AT1G16710.7	5822	5623	849.587	10.5574
AT1G16710.1	6018	5819	109.476	1.31458
AT1G16710.4	6502	6303	0	0
AT1G16710.8	6455	6256	0	0
AT1G16710.10	6023	5824	0	0
AT1G16710.6	6107	5908	29.849	0.353025
AT1G16710.3	6619	6420	0	0
AT1G16710.9	6549	6350	78.4888	0.863674
AT1G16710.2	5783	5584	0	0
AT1G07590.1	2407	2208	47328.9	1497.76
AT5G49170.1	1172	973	13	0.93357
AT2G40240.1	1614	1415	39	1.92586
AT4G30380.2	537	338	0	0
AT4G30380.1	486	287	3	0.730391
AT2G20619.1	201	17.0167	0	0
AT3G05830.2	1420	1221	0	0
AT3G05830.1	1358	1159	164	9.88728
AT3G05830.3	1524	1325	0	0
AT5G11430.6	3634	3435	0	0
AT5G11430.2	2601	2402	51.386	1.49482
AT5G11430.4	2791	2592	0	0
AT5G11430.3	3322	3123	0	0
AT5G11430.5	2373	2174	41.4369	1.33181
AT5G11430.1	3147	2948	397.177	9.41397
AT1G20530.1	2269	2070	20	0.675112
AT4G23170.1	1824	1625	11	0.472994
AT1G44780.2	1644	1445	89.9237	4.34833
AT1G44780.1	1647	1448	121.076	5.84261
AT1G60880.1	606	407	0	0
AT1G06160.1	1086	887	284	22.3723
AT3G07260.1	1204	1005	7.88849	0.548459
AT1G21090.1	1404	1205	216.537	12.5563
AT1G21090.2	1416	1217	3.46273	0.198813
AT1G76730.1	1500	1301	59	3.16877
AT1G03970.1	1190	991	502	35.3954
AT5G19160.1	2182	1983	45	1.58565
AT5G19160.2	2242	2043	0	0
AT3G49744.1	174	9.99669	0	0
AT5G28820.1	519	320	0	0
AT4G12530.1	730	531	2	0.263179
AT4G20050.1	1924	1725	7.94931	0.322
AT4G20050.5	1742	1543	0	0
AT4G20050.3	1800	1601	10.331	0.450885
AT4G20050.2	1873	1674	10.0842	0.420925
AT4G20050.6	1732	1533	3.12494e-08	1.42435e-09
AT4G20050.7	1707	1508	32.6354	1.51218
AT4G20050.4	1981	1782	8.59295e-05	3.36939e-06
AT5G53810.1	1574	1375	11	0.558993
AT2G28690.1	1117	918	142	10.8084
AT5G01530.1	1396	1197	289	16.8702
AT3G62800.3	1283	1084	10.0835	0.64998
AT3G62800.1	1368	1169	5.59057	0.334163
AT3G62800.2	1297	1098	225.326	14.3392
ATCG00900.1	468	269	355	92.213
AT3G11385.1	2459	2260	122	3.77196
AT5G07010.1	1779	1580	384	16.9821
AT3G63040.1	654	455	1	0.153569
AT2G26570.2	2921	2722	1790.73	45.9682
AT2G26570.1	2941	2742	1235.27	31.4783
AT3G05560.2	756	557	2695.68	338.165
AT3G05560.3	841	642	46.0677	5.01392
AT3G05560.1	840	641	75.2563	8.20353
AT5G12080.3	2694	2495	632.045	17.7008
AT5G12080.2	2805	2606	46.955	1.25899
AT5G12080.1	2754	2555	0	0
AT1G50870.1	1191	992	0	0
AT2G20610.2	1748	1549	96.2743	4.34285
AT2G20610.1	1794	1595	1606.73	70.3878
AT5G02940.2	2792	2593	0	0
AT5G02940.1	2920	2721	49	1.2583
AT1G68430.1	945	746	28	2.62262
AT1G66550.2	856	657	0	0
AT1G66550.1	765	566	0	0
AT1G09380.1	1641	1442	10	0.484564
AT3G48840.1	757	558	0	0
AT3G48840.2	667	468	2	0.298607
AT5G61800.1	1629	1430	16	0.781808
AT5G01445.1	589	390	9	1.61248
AT4G35500.1	1975	1776	94.8605	3.73215
AT4G35500.2	1638	1439	396.139	19.2355
AT1G80310.1	1937	1738	1227	49.33
AT2G39400.2	1307	1108	11.8445	0.746951
AT2G39400.1	1394	1195	135.156	7.90282
AT4G04990.1	1217	1018	267	18.3265
AT3G60530.1	1465	1266	464	25.6095
AT2G46180.1	2540	2341	706	21.0727
AT2G22270.1	1398	1199	42.8214	2.4955
AT2G22270.2	1174	975	349.179	25.0241
AT2G43660.1	471	272	0	0
AT2G43660.2	597	398	4	0.702252
AT1G03910.2	2466	2267	0	0
AT1G03910.1	2565	2366	1990	58.7698
AT1G77590.1	2692	2493	1865.58	52.2888
AT1G77590.2	2669	2470	39.4158	1.11504
AT1G79020.1	2134	1935	337	12.1693
AT5G24420.1	1321	1122	0	0
AT5G39490.1	1701	1502	21	0.976935
AT3G26922.2	1894	1695	8.07018	0.332682
AT3G26922.1	1793	1594	0	0
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	42.9298	2.07878
AT3G26922.3	1711	1512	0	0
AT3G50450.1	926	727	1	0.0961129
AT3G17160.1	882	683	750	76.7285
AT1G34315.1	819	620	158	17.8066
AT5G08580.2	1818	1619	60.7107	2.6202
AT5G08580.1	1736	1537	421.289	19.1524
AT2G28360.1	3032	2833	1091	26.9088
AT4G25000.1	1606	1407	9	0.446956
AT5G27410.4	1734	1535	326.04	14.8415
AT5G27410.1	2156	1957	222.136	7.9313
AT5G27410.3	2229	2030	67.8244	2.33457
AT5G27410.2	3153	2954	0	0
AT5G65200.1	1982	1783	345	13.5202
AT5G23535.1	1015	816	35.2865	3.02158
AT5G23535.2	830	631	617.714	68.4028
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	0	0
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0	0
AT1G05230.2	2983	2784	0.446438	0.0112049
AT1G05230.11	2424	2225	0	0
AT1G05230.3	2678	2479	114.894	3.23846
AT1G05230.7	3526	3327	0	0
AT1G05230.10	2557	2358	0	0
AT1G05230.9	3140	2941	0	0
AT1G05230.4	2974	2775	26.6592	0.671275
AT1G05230.8	3231	3032	0	0
AT1G79830.1	3669	3470	5.85145	0.117828
AT1G79830.3	3588	3389	1062.1	21.8984
AT1G79830.2	3278	3079	3515.83	79.7874
AT1G79830.4	3547	3348	29.7245	0.620361
AT1G79830.5	3718	3519	49.4933	0.982751
AT5G09480.1	840	641	1707	186.077
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	270	13.02
AT5G55820.7	5630	5431	4.31219	0.0554797
AT5G55820.5	5831	5632	55.2376	0.685313
AT5G55820.8	5630	5431	0.00221324	2.8475e-05
AT5G55820.10	5271	5072	0	0
AT5G55820.4	5292	5093	0	0
AT5G55820.9	5896	5697	263.079	3.22669
AT5G55820.2	5622	5423	1.26548e-06	1.63054e-08
AT5G55820.11	5449	5250	0	0
AT5G55820.3	5610	5411	455.369	5.88033
AT5G55820.6	5642	5443	1.21076e-08	1.55431e-10
AT5G55820.1	5481	5282	0	0
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	308	10.9134
AT4G35910.1	2164	1965	308	10.9523
AT3G56220.2	541	342	0	0
AT3G56220.1	905	706	37	3.66196
AT2G19970.1	926	727	623	59.8784
AT5G54520.1	1864	1665	117	4.91007
AT2G04032.1	1403	1204	0	0
AT5G03455.1	704	505	249.139	34.4721
AT5G03455.2	1006	807	1.8605	0.161092
AT1G48140.2	563	364	0	0
AT1G48140.1	743	544	148	19.0099
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	8	2.01077
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	531	33.6689
AT2G41010.1	1250	1051	139	9.2412
AT5G07170.2	1274	1075	0	0
AT5G07170.1	1612	1413	0	0
AT5G32670.1	700	501	0	0
AT1G60250.1	756	557	0	0
AT4G09012.1	1175	976	26	1.8614
AT3G26355.1	64	3.36374	0	0
AT5G02710.1	1195	996	63.5451	4.45799
AT5G02710.2	1778	1579	7.30064	0.323069
AT5G02710.3	1348	1149	0	0
AT4G10110.1	836	637	279	30.6042
AT5G13900.1	754	555	226	28.4532
AT5G16380.1	1108	909	204	15.6813
AT5G40630.1	937	738	74	7.00635
AT1G55670.1	780	581	77	9.26042
AT5G66940.1	897	698	0	0
AT3G06520.1	1598	1399	0	0
AT3G06520.2	1668	1469	13	0.618355
AT3G52870.1	1811	1612	691	29.9522
AT3G02900.2	759	560	187.394	23.3821
AT3G02900.1	852	653	13.6058	1.45589
AT1G31520.1	399	200	0	0
AT5G57660.1	1564	1365	1290	66.0349
AT3G09110.1	1666	1467	0	0
AT4G23690.1	1139	940	1447	107.562
AT1G05035.1	363	164	0	0
AT5G45700.1	1180	981	124	8.8322
AT5G40410.1	1981	1782	14	0.548955
AT3G06580.1	2012	1813	1729	66.6367
AT3G14920.1	2536	2337	1305	39.0183
AT1G77610.1	1617	1418	895	44.1025
AT1G19170.1	1827	1628	362	15.5371
AT2G20740.1	1179	980	281.148	20.0458
AT2G20740.2	935	736	223.421	21.2111
AT2G20740.3	815	616	69.4313	7.87573
AT3G26940.1	1793	1594	0	0
AT4G27150.1	735	536	0	0
AT2G26000.1	1672	1473	31.2227	1.4811
AT2G26000.2	1892	1693	200.694	8.2831
AT2G26000.3	2370	2171	9.08368	0.29236
AT5G38743.1	183	11.741	2	11.9025
AT4G15210.4	2461	2262	0	0
AT4G15210.1	2066	1867	0	0
AT4G15210.3	2291	2092	0	0
AT4G15210.2	1890	1691	2	0.0826423
AT1G29070.1	819	620	151	17.0177
AT4G27570.1	1655	1456	9	0.431914
AT5G65560.3	3618	3419	71.6545	1.4644
AT5G65560.2	3697	3498	133.268	2.66209
AT5G65560.1	3623	3424	151.078	3.08307
AT1G04170.1	1860	1661	2284	96.0821
AT1G04170.2	2026	1827	0	0
ATCG00905.1	258	59.1108	91	107.57
AT1G29250.1	795	596	785	92.0322
AT3G51050.1	2543	2344	1447	43.1347
AT5G23060.2	1608	1409	23	1.1406
AT5G23060.1	1529	1330	0	0
AT4G14770.2	3098	2899	0	0
AT4G14770.1	3064	2865	301.78	7.36007
AT4G14770.3	3072	2873	0	0
AT3G44140.1	216	24.1385	0	0
AT1G14630.2	1186	987	13.5851	0.96175
AT1G14630.1	1020	821	105.415	8.97171
AT3G21480.1	3503	3304	423	8.94575
AT3G58760.4	1979	1780	0	0
AT3G58760.5	1946	1747	0	0
AT3G58760.2	2050	1851	0	0
AT3G58760.6	1827	1628	40.369	1.73265
AT3G58760.3	2017	1818	0	0
AT3G58760.1	1839	1640	431.631	18.3901
AT2G03390.1	1459	1260	16.4457	0.912008
AT2G03390.6	1475	1276	0	0
AT2G03390.3	1546	1347	7.6226	0.395414
AT2G03390.2	1210	1011	294.81	20.3754
AT2G03390.7	1166	967	2.51277	0.181569
AT2G03390.4	1497	1298	9.46792	0.509678
AT2G03390.5	1476	1277	40.1412	2.19642
AT2G23093.2	1653	1454	80.9669	3.89098
AT2G23093.1	1834	1635	9.03315	0.386045
AT1G62600.1	1548	1349	605	31.3372
AT1G62600.2	1253	1054	0	0
AT3G54925.1	546	347	0	0
AT4G29550.3	1296	1097	0	0
AT4G29550.1	1236	1037	13	0.875953
AT4G29550.2	1382	1183	0	0
AT5G02280.1	661	462	267	40.3818
AT2G36080.2	1783	1584	0	0
AT2G36080.4	1695	1496	11.1364	0.520149
AT2G36080.1	1311	1112	179.27	11.2647
AT2G36080.3	2143	1944	17.5939	0.632385
AT5G40830.2	1808	1609	0	0
AT5G40830.3	1497	1298	17.549	0.944699
AT5G40830.1	1706	1507	447.364	20.7426
AT3G58110.1	2818	2619	1924.6	51.3476
AT3G58110.2	2618	2419	4.0697e-06	1.17556e-07
AT2G46900.1	2280	2081	1262	42.3744
AT3G13440.2	1065	866	0	0
AT3G13440.1	2047	1848	893	33.7649
AT3G13440.3	969	770	0	0
AT5G08370.1	1572	1373	70.1655	3.57083
AT5G08370.2	1459	1260	285.835	15.8511
AT5G02720.1	729	530	1.15423	0.152171
AT5G02720.2	987	788	0	0
AT3G44750.2	1057	858	1119.3	91.1542
AT3G44750.1	1418	1219	498.697	28.5857
AT4G13020.7	2169	1970	81.0947	2.87635
AT4G13020.8	1927	1728	0	0
AT4G13020.1	2261	2062	0.0239438	0.000811372
AT4G13020.2	1864	1665	873.395	36.6533
AT4G13020.4	2094	1895	43.043	1.58712
AT4G13020.6	2169	1970	226.962	8.05014
AT4G13020.5	1887	1688	459.481	19.02
AT4G13020.3	1867	1668	0	0
AT1G23530.1	1139	940	105	7.80509
AT4G28710.1	5230	5031	3192	44.3328
AT1G30795.1	713	514	0	0
AT3G30841.2	1817	1618	0	0
AT3G30841.1	1760	1561	323	14.4583
AT2G03667.2	2158	1959	29.603	1.05589
AT2G03667.1	2081	1882	150.397	5.58388
AT1G34770.3	1075	876	0	0
AT1G34770.6	687	488	0	0
AT1G34770.2	1103	904	9.88126	0.763765
AT1G34770.4	940	741	87.6295	8.2632
AT1G34770.5	744	545	11.4892	1.47303
AT1G34770.1	1029	830	0	0
AT3G43240.1	2952	2753	734	18.6297
AT1G79620.2	3366	3167	17.2374	0.380312
AT1G79620.3	3364	3165	22.369	0.493843
AT1G79620.5	3284	3085	0	0
AT1G79620.4	3380	3181	0	0
AT1G79620.1	3305	3106	652.394	14.6766
AT2G24820.1	1825	1626	117	5.02784
AT4G33620.1	2526	2327	380.833	11.4355
AT5G49310.1	1786	1587	0	0
AT1G29810.1	948	749	133.899	12.4915
AT1G29810.2	590	391	6.10056	1.09021
AT4G28930.1	528	329	14	2.97337
